Time,orient_mocap_X,orient_mocap_Y,orient_mocap_Z
8.9,-0.00695718943063115,0.11973678493032,0.0424677452349748
8.905,-0.00549189540116048,0.120768487017383,0.0419237345392761
8.91,-0.00412415362815669,0.121130780874758,0.0413933450880352
8.915,-0.00408522245344095,0.121578394057831,0.0408993460121806
8.92,-0.00539040796664707,0.122774078152017,0.0403775256896911
8.925,-0.00620630156070643,0.124052306689965,0.0399184281601941
8.93,-0.00515197053299374,0.125415789980392,0.0394877462127178
8.935,-0.00302157287200984,0.126745449322424,0.0390815655352561
8.94,-0.00147069661328894,0.126523661555237,0.0386313876810505
8.945,0.000907401868890553,0.126236277471874,0.0381224072237838
8.95,0.00355761924309091,0.126699126274599,0.0375752366090907
8.955,0.00620770995144787,0.125939726341657,0.0370899984707479
8.96,0.00760596097423163,0.12477847666134,0.0366522398813169
8.965,0.00635679068839958,0.123635761283105,0.0361055354727777
8.97,0.00528755592605188,0.122734472282842,0.0352876037227454
8.975,0.00632106775022789,0.121316989100399,0.0343251504429844
8.98,0.0070074119396603,0.119710154858869,0.0333169706621136
8.985,0.00479680579855841,0.119072301670226,0.0322685664284184
8.99,-0.00297486757514977,0.116724239532326,0.031272217904252
8.995,-0.00619820368130953,0.111902417360422,0.0302761161230637
9,-0.0068504756386943,0.108880792277489,0.0292915405438136
9.005,-0.00841716761493765,0.105006239273254,0.0282787282768643
9.01,-0.0112262452441352,0.101573878491489,0.0272792759667521
9.015,-0.0146077046815533,0.0973527948983269,0.0264705407834159
9.02,-0.0173097128724365,0.0938680411828862,0.025904755789719
9.025,-0.0186574802553507,0.0908823971223905,0.025427153221899
9.03,-0.0189752320558542,0.0878679425430725,0.0250442964231952
9.035,-0.0191352109350763,0.0852071880045974,0.0247993141648726
9.04,-0.0193552491257889,0.0809833411477489,0.0246636308100158
9.045,-0.019830409952543,0.0781041230276652,0.0247858316017935
9.05,-0.0207100465622169,0.0767227049162444,0.0250770611026444
9.055,-0.0200145738996872,0.0756980609065417,0.0254171054308819
9.06,-0.0219389754204466,0.0748120043243226,0.0258173169976392
9.065,-0.0226328695321566,0.0739794165529092,0.0262642986565929
9.07,-0.0240017538311263,0.0726617594511912,0.0268186442508437
9.075,-0.0266918462706867,0.0713395556981305,0.0276321019500516
9.08,-0.0277529970554034,0.0715088461813716,0.0284337658601486
9.085,-0.0270645296937024,0.0730055762797538,0.0292559993962862
9.09,-0.0277321962898053,0.0745528158441842,0.0301073271724692
9.095,-0.0276298827183542,0.0744978350799085,0.0308775447953655
9.1,-0.0296623095708557,0.0741149024041367,0.0316686847045389
9.105,-0.0279281356228467,0.0759743085912704,0.0325815060026298
9.11,-0.0270316804110862,0.0775638577105163,0.0335935006127056
9.115,-0.0271048092966236,0.0782211151843896,0.0347060833386553
9.12,-0.0264375603917255,0.0787799702210403,0.0358316205988237
9.125,-0.025453662902054,0.0794930149185584,0.0367740128467637
9.13,-0.0243406326559943,0.080066100167706,0.0378203708046833
9.135,-0.0230415083108394,0.0801197592971299,0.0387881584015698
9.14,-0.0227888481014975,0.0802593635593459,0.0397020836584486
9.145,-0.0228028900922777,0.0804212553214043,0.0407954002291259
9.15,-0.0233895624399186,0.0803653406811064,0.0418849447558801
9.155,-0.0237535628484843,0.0803191452367509,0.0429310824389831
9.16,-0.0241116079920606,0.0803303836521444,0.0438892337501097
9.165,-0.0259965326600016,0.0812591612509868,0.0447437763960286
9.17,-0.0257623297728209,0.0810503132420051,0.0456233981693836
9.175,-0.024819146184765,0.0806527561544683,0.0466577978385123
9.18,-0.0243486951937725,0.0805298030129211,0.0476461917382412
9.185,-0.0238993848258803,0.0805469381011386,0.0486769415254966
9.19,-0.0234378958623162,0.0804201532566581,0.0497507957451674
9.195,-0.0236457347311386,0.0804946395268236,0.0507999675256344
9.2,-0.0251213188800783,0.0805861532879005,0.0520364930396557
9.205,-0.0255095589702547,0.0806196967853856,0.0533569983540999
9.21,-0.0257434872554953,0.0806451127511927,0.0546528807486093
9.215,-0.0248331091557703,0.081228009370184,0.0558384020486105
9.22,-0.02471245923212,0.0815220485105984,0.0569708223224008
9.225,-0.024329712920699,0.0821412231784201,0.0580124636689344
9.23,-0.0239185609144194,0.0823779980317706,0.0590120662538705
9.235,-0.0238908871855713,0.0821968568962319,0.0599902275495219
9.24,-0.0221783912363896,0.0830247677675757,0.0609875313256033
9.245,-0.022459601012746,0.0831286536998936,0.0619348440160286
9.25,-0.0233645897028542,0.0824485145430101,0.0626692127291315
9.255,-0.0241749493300159,0.082107618448119,0.0632773940330844
9.26,-0.0257815586532444,0.0815574312713223,0.0639111662479688
9.265,-0.0281006158205212,0.0814916106165196,0.0645650638527979
9.27,-0.0293880585236393,0.0816264064118929,0.0651118978798037
9.275,-0.0296938219730596,0.08213245640695,0.0654841708346744
9.28,-0.0296373329885937,0.0829322155806111,0.0658916647967431
9.285,-0.0295873557815204,0.0842695222070946,0.0663217866898526
9.29,-0.029025181902827,0.0892288665547682,0.0667041970885947
9.295,-0.0277306281931548,0.0898538250256541,0.06695645380594
9.3,-0.0274270522943137,0.090462630397481,0.0671513223931252
9.305,-0.0271354828527372,0.0903880870502649,0.0672808350249335
9.31,-0.0266985116758512,0.090480946557585,0.0673152415494606
9.315,-0.0259965376422435,0.0903167146103763,0.0673241213343396
9.32,-0.0253121245194263,0.0899011970606988,0.0673851678359355
9.325,-0.0257940533099458,0.0898979053807056,0.0675204889401299
9.33,-0.0276075155851077,0.089701233999423,0.0675960485570355
9.335,-0.0278574102191704,0.0895394193529641,0.0676008858393096
9.34,-0.0277413381609987,0.0895308650246451,0.0675643348384101
9.345,-0.0272377721005117,0.0896566083602369,0.0675330517438079
9.35,-0.026939347920967,0.0896340944005407,0.0673306841436723
9.355,-0.0266409272716716,0.0896115623883072,0.0671503747683888
9.36,-0.0263425101272062,0.0895890123236346,0.0669836725007263
9.365,-0.0260440964621499,0.0895664442066213,0.0667363901792027
9.37,-0.0207875494947208,0.0890624140309693,0.0664846278438271
9.375,-0.0197131751953584,0.0894748417410378,0.0662137273786996
9.38,-0.0183949629244092,0.0892424872320144,0.0659369244112108
9.385,-0.0176595877993506,0.089536107361786,0.0656399224010863
9.39,-0.0175651732497132,0.089687458219027,0.0652477373359298
9.395,-0.0174707762412393,0.0898388226416548,0.0647898104690291
9.4,-0.0164552963015172,0.0903275633572217,0.0644832458670181
9.405,-0.0159817818125966,0.0904960184367359,0.0640852139432127
9.41,-0.0149195020870415,0.0907408605464918,0.0636214349295952
9.415,-0.0137633991423608,0.0910394288814194,0.063245984620227
9.42,-0.0130272293802709,0.0909480611836507,0.0628375894903112
9.425,-0.012493943540363,0.0910444152174773,0.062315624132094
9.43,-0.0120654475077509,0.0916845389475052,0.0617765358700536
9.435,-0.0112395401102696,0.0923294051018154,0.0612785861582695
9.44,-0.0117477435486282,0.0925215418805588,0.0610161454896748
9.445,-0.0122687029769861,0.0919006190654102,0.0608993086014518
9.45,-0.0116090622037716,0.0923636235505889,0.0607936328515299
9.455,-0.0104995106852595,0.0927781641500908,0.0608797873702086
9.46,-0.00676136536409094,0.093359018177868,0.061039142925042
9.465,-0.00438651576615081,0.0939936385048565,0.0611163197177058
9.47,-0.0043888140251337,0.094546767885719,0.06104041417755
9.475,-0.00203403370520949,0.0952187881294684,0.0610755524161805
9.48,-0.00139355040141331,0.0960095164666289,0.061239633763192
9.485,-0.00324383941057686,0.0962079122757312,0.061419062123489
9.49,-0.00640598517630105,0.0948328283281491,0.0614952989867218
9.495,-0.00658797478007241,0.0949170828304508,0.0614407880574328
9.5,-0.00411141005720669,0.0961098480339063,0.061423112964887
9.505,-0.000793868327844443,0.0968132611757927,0.0613840575831737
9.51,0.000252783402168565,0.0972922070147653,0.0613470135304856
9.515,8.03000031062848e-06,0.0977732793984135,0.0612965959461161
9.52,-0.000668286089695724,0.0983178668063428,0.0613130818007284
9.525,0.000379147733483979,0.0990711444165271,0.0612130546565791
9.53,0.00210281621541523,0.100177223068848,0.0611853775308413
9.535,0.00150310712484927,0.101132549826784,0.0611812722742473
9.54,-0.000487968382942026,0.100806771978125,0.0611272235970028
9.545,-0.00247854750442135,0.100478662141755,0.0610704320014179
9.55,0.00311213658643493,0.102532594251458,0.0608253499253289
9.555,0.00560456018702773,0.102833375410927,0.0604311039885724
9.56,0.00680255908000232,0.102499134910477,0.0600328546308552
9.565,0.00722368873741299,0.101894684412803,0.0596303255616093
9.57,0.00686170111746148,0.100761360111475,0.059371271537869
9.575,0.00661239973395922,0.0993579627090503,0.0593269697510879
9.58,0.00609179148773645,0.0993017403224923,0.0589430097754186
9.585,0.00200292090039569,0.100497899863263,0.0586394492017702
9.59,-0.000799666568296789,0.100280619291415,0.0583077486394332
9.595,-0.00228916385351893,0.0979685877095057,0.057887241306766
9.6,-0.00580690754893325,0.0966430754875026,0.057568188969719
9.605,-0.00517945517556302,0.0967140462535441,0.0573353479091338
9.61,-0.00672438098118644,0.0950912829333742,0.057085021224457
9.615,-0.0098181134703124,0.0930640712507607,0.0568977038702332
9.62,-0.0123703303226614,0.091025885943682,0.0567879888950886
9.625,-0.0143203747502593,0.0889393505040137,0.0567762799544604
9.63,-0.0163821369552468,0.0865328734626084,0.0568490166035651
9.635,-0.0176901488524944,0.0836435763469368,0.056839422722469
9.64,-0.0175524124390662,0.0809879173916026,0.0571134836336383
9.645,-0.0188430524507062,0.0785668324667507,0.0575882878638857
9.65,-0.0189193904887278,0.0761904396406336,0.0581901899280931
9.655,-0.0191314374090116,0.0749912907377913,0.0588458002353087
9.66,-0.0190879649559493,0.07429061921521,0.059565870379933
9.665,-0.0189650094603712,0.0732223000633704,0.0604819686966429
9.67,-0.0193647806472467,0.0723796209319707,0.0614130450959177
9.675,-0.0207235644004891,0.0718391539193259,0.0622647397432461
9.68,-0.0220200398890521,0.0714290828008544,0.0632254765927203
9.685,-0.0223505633216838,0.0715295708574449,0.0641603817018613
9.69,-0.0225040229935971,0.0718577408244544,0.0650069110081871
9.695,-0.0229532173670621,0.0720746477959589,0.0658437376791155
9.7,-0.0230737275034864,0.0724199824160076,0.0667291592106201
9.705,-0.0231941071374414,0.0727653752965871,0.0676865777930253
9.71,-0.0232581362697416,0.0733234303260401,0.0687082105150494
9.715,-0.0235585496458514,0.0740433136069687,0.0696650116167111
9.72,-0.0229029187413554,0.0752479365032145,0.070603467993694
9.725,-0.0217905247468911,0.0762556353127483,0.0714930800740819
9.73,-0.0206388070477574,0.0767517948258623,0.0723699817462947
9.735,-0.019235164235583,0.0772281681831193,0.073215076958549
9.74,-0.0183609766215658,0.0780598589162148,0.0739061312752102
9.745,-0.0173137007767261,0.0781368695814333,0.0745488697005933
9.75,-0.0169020874319562,0.0782168769650193,0.0750841741479109
9.755,-0.0169476041664442,0.0782993009023091,0.075914276908633
9.76,-0.0169931149251815,0.0783817289543259,0.0766977465881038
9.765,-0.0170386197091147,0.0784641611217093,0.0774388132197548
9.77,-0.0170841185191902,0.0785465974050997,0.0781877659410302
9.775,-0.0136034145672366,0.0806518272941309,0.078886598312558
9.78,-0.014450333006283,0.0802073561229264,0.0796973659155056
9.785,-0.014012447936124,0.079741402848047,0.0806423317373434
9.79,-0.013035531933013,0.0803230112338505,0.0816384132410875
9.795,-0.0125438126110501,0.0804016021754895,0.0826456366278093
9.8,-0.013029145023677,0.0806251980506957,0.0836766205336103
9.805,-0.0116755788879509,0.081002886870215,0.084387407199603
9.81,-0.0111906834729708,0.0814866675596171,0.085160969759397
9.815,-0.0109882439850975,0.0815830285139429,0.0858844781097552
9.82,-0.0107030027878978,0.0819496762777457,0.0865134243461722
9.825,-0.010468092725229,0.0824626526135445,0.0871265782787063
9.83,-0.00996303639914426,0.0827609902929717,0.0876272775578603
9.835,-0.00892317428723349,0.082846658672892,0.0880704353835304
9.84,-0.00938837072344152,0.0827351214511302,0.0885674883455477
9.845,-0.0110179541612145,0.0823695852647442,0.0891326240073237
9.85,-0.0156170296443466,0.0819956207694732,0.0896559849014282
9.855,-0.0184730099353694,0.0810494929942035,0.0900411121717224
9.86,-0.0212147024019837,0.0798900112905366,0.0903747654665476
9.865,-0.0223096597641831,0.0799146730323079,0.0908474001532026
9.87,-0.0219324805559363,0.0812921296448983,0.0913948860176998
9.875,-0.0209965340789757,0.0831450334331366,0.0919390364326127
9.88,-0.0190728800515943,0.0855299487647682,0.0925846672933146
9.885,-0.0158861808320833,0.0890267520661161,0.0932548242877433
9.89,-0.0141595539274789,0.0917290455486611,0.0938715960416846
9.895,-0.0127775976033483,0.092343954621665,0.0944186641567102
9.9,-0.0139470946089936,0.0941053696747931,0.0950383880853856
9.905,-0.0118806500562602,0.0945968963795232,0.0957095473887695
9.91,-0.0104459762808149,0.0946601400950748,0.0963122784775972
9.915,-0.0107345420812232,0.0943488807139403,0.0968766703301451
9.92,-0.010235299031886,0.0938872885955244,0.0973959833953731
9.925,-0.00965334672678724,0.0929426124130812,0.0978965590056573
9.93,-0.00972464216521911,0.0919099357597382,0.0983330516510402
9.935,-0.00881573728142991,0.0911573433387115,0.0986929410637452
9.94,-0.00786118174831192,0.0892945157291829,0.0989789209001511
9.945,-0.00824283270402426,0.0879398703286132,0.0992299894254323
9.95,-0.00859538625641682,0.0867848212312921,0.0994371174809439
9.955,-0.00913658933025219,0.0856585003085157,0.0996319497776696
9.96,-0.00933367176325362,0.0847711922452937,0.0998377221446893
9.965,-0.00894914702861453,0.0843396607658645,0.09983858482124
9.97,-0.0085352879357739,0.0842192090903528,0.0997383289880052
9.975,-0.00812145626779291,0.0840986901195252,0.0996402524342877
9.98,-0.0077076519424434,0.0839781038536836,0.0994562921505825
9.985,-0.00304275716725783,0.0848293797596507,0.099291872062449
9.99,-0.00252830925688129,0.085185388258749,0.0991368760048756
9.995,-0.00160308963651375,0.0860440937786576,0.0989421155302368
10,-0.00195302263052676,0.0867411199279784,0.098697189593671
10.005,-0.00169302184728043,0.0868828916199674,0.0984037944407321
10.01,-0.000867498783352932,0.0873913313701665,0.0980197055375534
10.015,-0.000249234528349742,0.0882112740061586,0.097729271572941
10.02,-0.000114739795368305,0.0886556993088756,0.0974533447838404
10.025,-0.000526490865193431,0.0891636921914143,0.0971930227058599
10.03,-0.00129436776616277,0.0903499024587446,0.0969076053112003
10.035,-0.00121335427058085,0.0908933763566517,0.096568320559801
10.04,-0.00310086025268589,0.0918933181991648,0.0960944305217672
10.045,-0.00328068002517087,0.0923691741048388,0.0956740707726446
10.05,-0.00256786722240709,0.0924783463682013,0.095248425081885
10.055,-0.00250129613696704,0.0931640509592813,0.0948158603378623
10.06,-0.0031801814374077,0.0931069145581899,0.0945796780754461
10.065,-0.00298329723007456,0.0935805884726566,0.0944991300728869
10.07,-0.00343913611938796,0.0942114764905005,0.0944790643175134
10.075,-0.00406255240155562,0.0947167807700083,0.094443126019506
10.08,-0.00306731319159069,0.0958618689446261,0.0943945975186871
10.085,-0.00166544218987938,0.0971742321050959,0.0943302469120787
10.09,-0.00160484366298301,0.0969724075370066,0.0944469193418822
10.095,-0.00170045720811071,0.0966686989679713,0.094536591140114
10.1,-0.00148368519818032,0.096726332984583,0.0946190698800019
10.105,-0.000921394419414661,0.0972243030630306,0.094709148813573
10.11,9.01368604533982e-05,0.0978109353660627,0.09463950607743
10.115,0.000235610865470424,0.098178167261093,0.0944149579049996
10.12,0.000123114443668683,0.0982856561140765,0.0941870416708706
10.125,0.000110640872745376,0.0982926188722096,0.0938997042562058
10.13,0.00184172586266898,0.0987649552186416,0.0937994592109067
10.135,0.00128172856884967,0.0994821361132278,0.0936747235143863
10.14,0.00291149355843516,0.100118952038252,0.0935289032754368
10.145,0.00413640330153496,0.100338876148669,0.0934678147847192
10.15,0.00712736214354629,0.100770463433746,0.0934750339994251
10.155,0.00908122958164786,0.100151497723553,0.0935177758636247
10.16,0.0119645935627665,0.0987553113754104,0.0936022810288395
10.165,0.0142493689055248,0.0972553958813255,0.0936244034397406
10.17,0.0153072274963625,0.0966323875088829,0.0936766263687096
10.175,0.0160043763646251,0.0964801815659709,0.0938185610265036
10.18,0.0167015095698001,0.0963279572550137,0.0937584980073938
10.185,0.013602691355042,0.0994760823822561,0.0937366170614185
10.19,0.0108977855838847,0.101302414601307,0.0936006600223865
10.195,0.0097556732053175,0.100856897162536,0.0934421839021444
10.2,0.0090131863361778,0.0994580700989376,0.0933151761656215
10.205,0.0090148970965373,0.0996255617291812,0.0931608746400825
10.21,0.0073971991318028,0.0987106007893751,0.0929859037715784
10.215,0.00556307702186131,0.0977291492063433,0.0929621949977699
10.22,0.0046189476896756,0.0965623933281224,0.0929526684940288
10.225,0.00309361501570169,0.095027525048285,0.0929645295553002
10.23,0.00183224783669901,0.0934123636566502,0.0930587828147362
10.235,0.00285701358309602,0.0919397207506308,0.0932606951887743
10.24,0.00400562150318495,0.0904398490796046,0.0936429482491629
10.245,0.00331225235246145,0.0891549332219919,0.0940864405909714
10.25,0.00331095908503145,0.0879729732207006,0.0945783948340451
10.255,0.00441663801207705,0.0871514405715457,0.0951823889403703
10.26,0.00479767293478014,0.0859918696762581,0.0958703690954849
10.265,0.00324550959280932,0.085564284379997,0.0965493121624731
10.27,0.00277904906720993,0.0853531884348915,0.0972545576374485
10.275,0.00312953215973525,0.0852883519389555,0.0980481065281274
10.28,0.00273901545625972,0.0853401337817514,0.0990048767788565
10.285,0.00172676270761635,0.0852943300624612,0.0999708669312814
10.29,0.00108454282571797,0.0857244704479746,0.100945551031873
10.295,0.00138748213729929,0.0861314476220479,0.101927049275341
10.3,-0.00173650811363117,0.0875222640414753,0.102895082024287
10.305,-0.00184632325698708,0.0880244514291557,0.103857107139195
10.31,-0.00177303095155174,0.0885684110701697,0.104859432294184
10.315,-0.00163998146361558,0.0894140714450846,0.105938247302614
10.32,-0.00218806616728482,0.0898179872937671,0.107041466732413
10.325,-0.00320292991001777,0.0904435153261273,0.108093900095575
10.33,-0.00344380269469787,0.0912218481598784,0.10904443728616
10.335,-0.00273566032077323,0.0912628179582481,0.11000387019792
10.34,-0.00330364872781302,0.0919891565829443,0.110930358406
10.345,-0.0035744912838935,0.0923836480838774,0.111808949313328
10.35,-0.00487388885028948,0.0927714396577673,0.112676386539465
10.355,-0.00497748496883513,0.0925045421638789,0.113494637031921
10.36,-0.00467323879311983,0.09262432228761,0.114282634690948
10.365,-0.00431755013424483,0.0928184405437589,0.115064408896519
10.37,-0.00455441069317086,0.0926014951206313,0.11584041827928
10.375,-0.00457042203964472,0.0927283833325554,0.116630542477507
10.38,-0.00484618428068897,0.092406519255113,0.117450172398621
10.385,-0.00539662068745848,0.0921538888973239,0.11824782565269
10.39,-0.00710329517581487,0.0923946604471914,0.119028816910716
10.395,-0.00874717518538531,0.0936180654426185,0.119762596625161
10.4,-0.00783398814984051,0.0930735643692289,0.120443458032582
10.405,-0.00575087841663637,0.0926849752841765,0.121171677915811
10.41,-0.0061667006615973,0.0933223832201225,0.121943664116677
10.415,-0.00637146383421687,0.0938618780359363,0.122662057873837
10.42,-0.00665581186221532,0.0939873150528841,0.123309949024049
10.425,-0.00637065207841061,0.0947020083005061,0.124036555868801
10.43,-0.00601098042943181,0.0956829511448373,0.124820842978857
10.435,-0.00744308575218119,0.0954296806469931,0.125526119283711
10.44,-0.00894700614082592,0.0953948911529558,0.126226927523558
10.445,-0.0113115528229606,0.0937512586825924,0.126965810669335
10.45,-0.0120846879129705,0.0947781717597074,0.127680552588663
10.455,-0.0141360611247743,0.0933972946129482,0.12832175550079
10.46,-0.0160960456159863,0.0926341836181547,0.128975410716664
10.465,-0.0174900109124244,0.0919654129740087,0.129801741926755
10.47,-0.0180449807608069,0.0911450574213779,0.130689721348467
10.475,-0.0174910691395818,0.0910093411852748,0.131550205355567
10.48,-0.014359088616962,0.0924946407723559,0.132433629766781
10.485,-0.00917610021510561,0.0953563747728562,0.133461098800305
10.49,-0.00502441950685726,0.0974513754385708,0.134580364101688
10.495,-0.00164922588492181,0.0977819701070892,0.135879510550381
10.5,0.000382473173114443,0.0987052005279943,0.137309957086733
10.505,0.00352266559481049,0.0987992030803862,0.138783764773484
10.51,0.00484887793087784,0.0984165053482256,0.140155218925779
10.515,0.00808627970183302,0.0981107380744407,0.141292759242226
10.52,0.0098939276913151,0.097654915196601,0.142366109541101
10.525,0.0101998029227758,0.096649615681554,0.143354183153005
10.53,0.010166765937325,0.0951667438988931,0.144179991398442
10.535,0.00988616810362613,0.0935273226109616,0.144799982180769
10.54,0.00952864627195995,0.0917044562278964,0.145278655015383
10.545,0.00899200418454609,0.089945937447128,0.145502256491896
10.55,0.00989229577502391,0.0884950564074174,0.145559089259387
10.555,0.00772601166279747,0.0872683323650898,0.145582764650027
10.56,0.00717398775372752,0.0865657515764504,0.145592794035068
10.565,0.00702876129545435,0.0857576665177952,0.145617459044458
10.57,0.00684255178111014,0.0850726900834776,0.145616818267919
10.575,0.00670291343475375,0.0851384012826606,0.145525247941786
10.58,0.00656328756040467,0.0852041428332191,0.145397033928785
10.585,0.0104842589605502,0.0848192807572611,0.145303056334292
10.59,0.0115081361043213,0.0847978061565794,0.145177650414405
10.595,0.013439986707819,0.0852654036051578,0.145021901384591
10.6,0.0137753004327013,0.0850885958097811,0.144903692105164
10.605,0.0144220761271563,0.085796190100011,0.144797549990159
10.61,0.014768627376163,0.0864572069736278,0.144663347542319
10.615,0.0150546670752453,0.0873078513150897,0.144507311456572
10.62,0.0156861088188134,0.0875281828089561,0.144327469727104
10.625,0.016444997770583,0.0876873220545132,0.144192182280819
10.63,0.0168924147799133,0.088637488157264,0.14406691098378
10.635,0.0169301879214336,0.0885785056302742,0.143938721396741
10.64,0.0163907052207713,0.0892378226204654,0.143721770426458
10.645,0.016480134549895,0.0894117225683765,0.143477095332409
10.65,0.016569548557755,0.0895856334679862,0.143189518454469
10.655,0.0166589472526981,0.0897595553250674,0.1428405093517
10.66,0.0160465978457228,0.0914475065416161,0.142444098161248
10.665,0.015624643069349,0.0922588728199352,0.142005974779577
10.67,0.0151803590834349,0.0927418393700827,0.141586169028436
10.675,0.0146465944669627,0.0932582651748047,0.141062074658456
10.68,0.0142650664467459,0.0932491628026105,0.140508745907407
10.685,0.0135701955615578,0.0929534717202699,0.13990756511016
10.69,0.01365855323446,0.0937083958916015,0.139437085180504
10.695,0.0130163593375487,0.093301204798385,0.138989196350225
10.7,0.0116339496362243,0.0933635109792995,0.138464992097321
10.705,0.0117258619938119,0.0935124818700223,0.137909649491782
10.71,0.0127465223186739,0.0940121365952286,0.13732170589537
10.715,0.0130739320848927,0.0945852633093683,0.136590942252452
10.72,0.0128692110434682,0.094781250897166,0.135762548862667
10.725,0.0125004424292971,0.0952702924305942,0.134987457688906
10.73,0.0116453216769033,0.0961099269894263,0.134129154347015
10.735,0.0103501771261749,0.0970818666013045,0.133254325606886
10.74,0.00975594577775274,0.098117538521906,0.132343149352465
10.745,0.0115201205770684,0.0979959006090044,0.131427823120469
10.75,0.0120326924975044,0.0987157768672769,0.130535515233668
10.755,0.0146318858092076,0.0981545065777987,0.129612200355121
10.76,0.0171524747485914,0.0981696298097821,0.128685446621719
10.765,0.0173184841200539,0.0982176642104518,0.127764212299872
10.77,0.0165006030342179,0.0982268697323267,0.126914447464833
10.775,0.0156827245120497,0.0982353955415936,0.12612908332814
10.78,0.0148648481789862,0.0982432416365398,0.12533966600622
10.785,0.0151053552653627,0.102322395482308,0.124614479725247
10.79,0.0144241754569903,0.103543138076813,0.123958116718182
10.795,0.0131724441806531,0.108383033262845,0.123392118684784
10.8,0.0113364193547189,0.109283984144092,0.122910081728049
10.805,0.0117662535476278,0.10978708079773,0.122420690818646
10.81,0.0142989245456956,0.110534265171241,0.121896456867199
10.815,0.0158920112573756,0.110851516308734,0.121435020077043
10.82,0.0161478234719306,0.110889636054365,0.120911279190171
10.825,0.0158705249103305,0.111350366571334,0.120016068455869
10.83,0.0153519498951242,0.110732734051405,0.119263938784811
10.835,0.0152407926826282,0.109882949681297,0.11838609468516
10.84,0.0146537006713452,0.10916995837512,0.117443431087382
10.845,0.00871812271068038,0.107986531599329,0.116416450502452
10.85,0.0094174981039508,0.107092105874596,0.115328919578297
10.855,0.00875875597028247,0.105900849630297,0.114234474009784
10.86,0.00882041573284427,0.104891886759568,0.113083714092662
10.865,0.00833640802641476,0.104416930315463,0.111891765955553
10.87,0.00809809751803964,0.104372298140894,0.110794876879977
10.875,0.00668010102421493,0.104515085792742,0.109810877867513
10.88,0.00338792299116532,0.104583414298043,0.108928184402319
10.885,0.000669482217292101,0.1043553251758,0.108159862792533
10.89,-8.83681362376055e-05,0.103870206470395,0.107341472824438
10.895,-0.0023734742176045,0.104089025703726,0.106373942589188
10.9,-0.00143130555328838,0.104051099403725,0.105320013360377
10.905,-0.0022296264296032,0.104802123453635,0.104327281369227
10.91,-0.004135920528793,0.104401239767923,0.10347571946072
10.915,-0.00731446783368523,0.104222054038259,0.102674816885032
10.92,-0.00842285953689786,0.104477662633472,0.101731734525178
10.925,-0.00747507544191614,0.104936897884949,0.10078541756045
10.93,-0.00601242443748702,0.105525923442698,0.0997956762409665
10.935,-0.00495139299801677,0.105896519954432,0.0987808753854415
10.94,-0.00598723967834003,0.105455808072399,0.097727197694544
10.945,-0.00678530247969123,0.105599191452873,0.0967718923618228
10.95,-0.00515350175034824,0.105566244909412,0.0959025870315521
10.955,-0.004256591523627,0.106079050136387,0.0950164628455979
10.96,-0.00536188584998902,0.10599385368708,0.094037542022238
10.965,-0.00545955727372703,0.105025442198719,0.092953884418648
10.97,-0.00511363017111785,0.104271333471105,0.0917949607402082
10.975,-0.00465310679909372,0.104498167754149,0.0909333238883028
10.98,-0.0044258157470846,0.105597641378603,0.0899777354084206
10.985,-0.00579652463956328,0.104848009954157,0.0889691533931201
10.99,-0.00555553084103903,0.103865664844998,0.0879285350420724
10.995,-0.00474097679375081,0.10373857408849,0.0868935536037104
11,-0.00423734890007496,0.104245754969731,0.0857681362833351
11.005,-0.00368850009073388,0.104267244842564,0.0845874947658487
11.01,-0.00380542234652561,0.104184172506445,0.0835553024513062
11.015,-0.0040917245923046,0.103874340896788,0.0827377189922106
11.02,-0.0060086890714603,0.104696800432762,0.0820079128987323
11.025,-0.00605498308446328,0.105135357668673,0.0811381810336232
11.03,-0.00387120192918068,0.10437887792176,0.0802626563729603
11.035,-0.00392402308036401,0.103864124318863,0.0794198022325715
11.04,-0.00687365150757383,0.103168638720039,0.0786270723602087
11.045,-0.00922046265342711,0.103049158603062,0.077772658913187
11.05,-0.0119159747784161,0.101940558293797,0.0770061905117328
11.055,-0.0118815234722941,0.101143408983832,0.0763875984875472
11.06,-0.0123005053068933,0.0996448348350576,0.0757849445751784
11.065,-0.013341689971774,0.0986641181084573,0.0751947616096857
11.07,-0.0126485049224561,0.0977033199204321,0.0748358632415094
11.075,-0.0106089941185882,0.0966347170733074,0.074574974755145
11.08,-0.00826687869203566,0.0962800408811606,0.0743310968605524
11.085,-0.00502003646295342,0.0972236331498648,0.0741449584281933
11.09,-0.00157745271541954,0.0979430911121433,0.074056650350366
11.095,0.00165786424804977,0.0990828188504697,0.0742891261557454
11.1,0.00488324203357395,0.0987959371316674,0.0745980437238289
11.105,0.0081493790243419,0.0982722640803093,0.0748108005979441
11.11,0.0118989339641865,0.0978053508222614,0.0748466675479287
11.115,0.016705298751723,0.0962296420807489,0.0746673903892746
11.12,0.0185508856315268,0.0955856226096184,0.0742313730450369
11.125,0.0187970272553856,0.0952987357772349,0.0736907300954002
11.13,0.0190104285795404,0.0935008461841078,0.0731575061576495
11.135,0.0196657912227346,0.0919950439490821,0.0725396428862572
11.14,0.0206335036080831,0.0907508373233497,0.0716839989084194
11.145,0.0219846593050503,0.0887079845171129,0.0705052987045565
11.15,0.0214375484211051,0.0876733064154614,0.0691473774696707
