Time,Gyro_X,Gyro_Y,Gyro_Z
0.165,-0.000312112014132516,-0.00287006655275826,-0.00152363828873374
0.17,0.00303842406500912,-0.00231718747772042,-6.98677576975179e-06
0.175,-2.76710145217657e-05,0.00149523703044494,-0.000882318362845615
0.18,-0.00562341297672667,-8.56574101878069e-05,-0.00456145361963635
0.185,-0.00951631262710465,-0.000358116726883984,-0.00289792982897627
0.19,-0.002789405885184,0.0039073312728995,-0.00478406607143834
0.195,0.00165708598284166,0.00683101397216721,-0.00106536812958277
0.2,-0.00147220182905947,0.000870280314211825,0.00486135826803595
0.205,-0.00277874257151712,-0.00518022464067595,0.00337721200414841
0.21,0.00102833877301586,0.000194399041143064,-1.18685832463125e-05
0.215,0.00661639005970048,0.00167274277199724,-0.00365439762331758
0.22,0.00604039914273245,-0.000824649990364024,-0.00524815201954036
0.225,0.000199624115716648,0.000757670346208346,-0.00419146745800366
0.23,-0.00291064590958921,0.0032600699779285,0.000676434018472354
0.235,0.000571475278186958,0.00514502342901945,0.0017474218434897
0.24,0.0035764749003629,0.00198319650237974,0.000235551508632568
0.245,0.00339812849780432,-0.00222566926884588,0.00346051879235988
0.25,-0.00240135012707763,-0.000879817609182412,0.00540622410263768
0.255,-0.00574359320000204,0.000457486762910589,0.00230690331780144
0.26,-0.00391641944559592,0.000514617662768887,-0.00152255416078841
0.265,-0.00154054189105879,-0.00209810843281161,-0.00433371592634556
0.27,0.00339686088676913,-0.000382311935301712,-0.000233897529585332
0.275,0.000529517395605931,0.00259103001701915,0.00367636237387559
0.28,0.000445792233699924,0.00155812419181251,0.00201244081076192
0.285,0.00489161260499301,-0.00201843821704815,0.00390898920316453
0.29,0.00722662686223165,-0.00511875142130257,-0.00218323688580681
0.295,0.00256344231621466,-0.00100739161375705,-0.00405703061821437
0.3,-0.00397445759866546,-0.00142113682262889,0.00442718479221994
0.305,-0.00315997522176312,-0.00132547581208616,0.00541932549044536
0.31,-0.000226276599774158,0.00506879042326155,0.00110410172876983
0.315,0.000172370045043497,0.00475705900723793,-0.00502120270608092
0.32,-0.00263287580872239,0.000732962513656818,-0.000328887419732532
0.325,-0.00390865518409755,0.00217587713232006,0.00222962125663482
0.33,-0.000821961007429296,-0.000722672898128858,-0.00238719900074102
0.335,0.002196428328048,-0.00443679865450905,-6.25893886021838e-05
0.34,-0.00284747561593497,-0.0022494203723052,-0.00170987919868895
0.345,-0.00926705232488513,-0.00567661189774991,-0.00598172151719906
0.35,-0.00211776634482155,-0.00509560231773153,-0.00464755508289842
0.355,0.00716427088532172,-0.00022493697923785,-0.00282367960259951
0.36,0.00432671627521876,0.00066278385193887,-0.00508717694728764
0.365,0.0019988864669055,0.00433163282156173,-0.0062037038682989
0.37,0.00219972689461095,0.00298342942296249,-0.00103119635911697
0.375,0.00205357148952865,-0.00109454335889237,0.00374804300546937
0.38,0.00129243650269983,0.000715138270662976,0.00129216042398777
0.385,-0.000401874153500988,0.00177426737332652,0.00499844337376895
0.39,-0.00342959394936403,0.00051172220584023,0.0100295050172848
0.395,-0.00449052251294724,0.00276721911816015,0.0035768307348856
0.4,0.00084706060109091,0.00406303985206639,-0.000662399001758802
0.405,0.00336218398878428,0.00376409763605139,0.00190031724638333
0.41,-0.00553614670926377,0.00329374415041692,0.0046584227264022
0.415,-0.0076965083251731,-0.00159225850739556,-0.000684113384827171
0.42,-0.00194953939719913,-0.00484316451843255,-0.00339223212005355
0.425,-0.00143585876548428,-0.000713488875748936,-0.000969930702171846
0.43,-0.00396549174618596,0.000895789295128505,0.000660160889146667
0.435,-0.00585616978966384,0.00105998872510996,0.00222512690589165
0.44,-0.000383831129289699,0.00506569036379791,-0.000561960597876272
0.445,0.0011073546630122,0.00494667515350678,-0.000157609086566203
0.45,-0.00116052278582007,0.00110700091993779,0.00143155683671746
0.455,-0.00159882468659473,-0.00468865234353659,-0.00047062411957972
0.46,-0.00371460060660864,-0.00538759687635733,0.000370321930604153
0.465,-0.000832247192218868,0.000215602317807889,0.000952469639901159
0.47,0.00202726232962657,0.00534393948732895,0.00312775206078709
0.475,0.000692202813976122,0.00450324452768057,0.000305996745215507
0.48,-0.00108934460519509,0.00263965803677321,-0.00272320431551474
0.485,-0.00387881589910098,0.00113344951160253,-0.00130279260047571
0.49,-0.00157698965542169,-0.00372769359158407,0.00242544680085726
0.495,0.00385255368081986,-0.00654459676638485,0.000945609714800211
0.5,0.0014487086952113,-0.00240445821471153,0.003802774544013
0.505,-0.0021236984844492,-0.00215963990504412,0.00451057849480084
0.51,-0.0027640767409172,-0.00230821950780228,0.00245928532639148
0.515,0.00146494944299976,0.00119011826627439,0.00251466465341459
0.52,0.00369358550943395,-0.000823362039410169,-0.00250753336198919
0.525,0.00329503743898488,0.000676325856290203,0.000794123269711814
0.53,-0.00364254849673993,0.00457569961953504,0.00289797190557236
0.535,-0.00480217583981966,0.00427196462188713,-0.00176414212524584
0.54,0.000670990634281814,0.00245185311659612,-0.00552441527490356
0.545,-0.0033160711970513,-0.000832708120825391,-0.00490708540288046
0.55,-0.0046434831057083,0.00332579697243814,-0.000743612887619944
0.555,-0.00417854866018347,0.00625255681072181,0.000885210549964503
0.56,-0.0070721178702161,0.00512315058523759,0.00618701475825945
0.565,-0.000268657067525111,0.00443888254185414,0.00345200673274424
0.57,0.00385049759358057,0.00416878910874243,0.0012766042777846
0.575,0.00423230077807486,-0.000324207328009423,0.00103035311594708
0.58,0.00401204447606229,-0.00941676418717017,-0.00306425744357324
0.585,0.00010062577135888,-0.00908488731392934,0.00252357735542144
0.59,0.00298379361600994,-0.00236477333363651,0.00417140211476228
0.595,0.00265605755483954,-0.000212510605726077,0.000205538574123209
0.6,-0.00200539110332522,0.00258028616697952,-0.000102936652330773
0.605,-0.00241383658590272,0.00427483766936806,0.00313092310781449
0.61,0.00425312619474141,0.00382481312896405,0.00512057709611322
0.615,0.00542596861355738,-0.00244279019962465,0.0030732779425436
0.62,-0.000456732972565227,-0.00326513251801617,-0.00277861542463221
0.625,0.00035617983363139,-0.00214230905591704,-0.00173634583802952
0.63,0.00425677552277527,-0.00434224123154428,0.00337546954765724
0.635,0.00576580226350369,-0.00209694152885397,0.00218040860383311
0.64,0.0061859785207607,0.00132919728309672,0.000292012013719029
0.645,0.00470124397568626,0.00200698599046707,-0.000196391034713811
0.65,0.0011148639845297,-0.00235141176595447,-0.000417273788885313
0.655,0.000823331263270156,-0.00365203640524791,-0.00153703704852453
0.66,0.00297670955540476,-0.00339566376431622,-0.00453156080152901
0.665,0.00113292476935347,0.000457495033334718,-0.00470567905859986
0.67,-0.00384162371715354,0.00494032320395791,-0.00700700680908681
0.675,-0.00447191132871066,0.00442752224978793,-0.00492985769047962
0.68,0.0018783834415404,0.00302616048579507,-0.00054428771916392
0.685,0.00126998500641727,0.00107775764106439,-0.000365798822105165
0.69,-0.006258674406514,0.0013548009589967,0.00252563139945521
0.695,-0.00693819719056384,-0.0018296512820633,-0.00217565957733088
0.7,-0.000953659790696543,-0.00272272711925435,-0.00357752851148088
0.705,0.00417596227148771,-4.75221460146498e-05,0.000741011179451602
0.71,0.00232724549668615,0.000688922472050679,0.00316094787824949
0.715,-0.0019024315814322,-0.00221179661388205,0.000396809351567185
0.72,-0.0032378619876101,-0.00416986181119218,-0.00523128460584017
0.725,-0.0015384007502179,-0.00369923438817168,-0.00667234547525098
0.73,0.000580914976278614,-0.00300839561246438,0.000557692038858717
0.735,-0.000380953492635811,-0.00143109720214384,0.00496865013075823
0.74,-0.00192307175914184,-0.00180160559645038,0.000184218928631807
0.745,0.00092180174553544,-0.00717663890394274,-0.00134872834488154
0.75,0.00435689482880394,-0.010654959654841,-0.00143691065488654
0.755,0.00307296791848861,-0.0064951231868088,-0.00189088655472475
0.76,-0.0037753975000931,0.000457662401425982,-0.00504035547197029
0.765,-0.00219163504598182,0.00481151499050706,-0.00141604264932494
0.77,0.0046186628198181,0.00187149752868681,0.00673415755176093
0.775,0.0090379588100426,0.000213063601939342,0.00889127445672915
0.78,0.00766497755883362,0.0012392501239806,0.00425245414328834
0.785,0.00315243574246882,-0.000179930766692452,0.00199304011920691
0.79,-0.00174462549729819,-0.000419319244064334,0.0036383305597202
0.795,-0.00259058269730348,0.000927416620999406,0.00367639155397809
0.8,0.00179201758116671,0.00146819523081969,0.00206034190634822
0.805,0.00214771525713275,0.00115142601819145,0.00243656702400758
0.81,-0.00315238276230424,-0.00318646883986925,0.00151840084453859
0.815,-0.00211527904797414,-0.00380916168945812,-0.0042676945675817
0.82,0.00460630144921898,-0.00254655084780041,-0.00568736159953836
0.825,0.00552790103345842,-0.00323625145936287,0.000220985825996141
0.83,0.000364321309755742,0.00120362853048427,0.0027991056662819
0.835,-0.00427378967936642,0.00416913353912702,0.00238535150925245
0.84,0.000375697286370814,0.00243254215442394,0.00183603687139365
0.845,0.00536456041182656,-0.00109612833873101,0.00313598711333801
0.85,0.0066457958415133,-0.00325865941679625,-0.000981350536368606
0.855,-0.00148717906677116,0.000630282302747128,-0.00230228158003074
0.86,-0.00799086637088977,0.0018665483504415,-0.00180676011272502
0.865,-0.00401833666309995,-0.00551534350221154,-0.000177198888743197
0.87,-0.000847723522092892,-0.00549727225331087,0.000959078232497737
0.875,-0.00218762909605722,-0.00011212513515409,-0.00362852140393645
0.88,-0.00115386230075411,0.000488619192739203,-0.00488511159345629
0.885,0.00303232875683643,-0.00353124381138498,-0.000835782157666729
0.89,0.00598008314094083,-0.00858006854188925,0.000119932013449182
0.895,0.00519294711487873,-0.00626749094470788,0.00175151169822029
0.9,0.00233629444070841,0.00271831765648101,0.00288505587778403
0.905,-0.00217927391699791,0.00806595557356157,0.00146191102352882
0.91,-0.00594989124710057,0.00299357411413896,0.00317137345517041
0.915,-0.000635848329194704,-0.00069844080622197,0.00315060597772089
0.92,-0.000399686690118636,-0.00187199775493906,0.00669353447703801
0.925,-0.00250473018849263,-0.0015857523245709,0.00519323302148025
0.93,0.000666655717366604,0.00105166445878387,0.000222903085329045
0.935,0.00328569050714056,0.000720796693129593,-0.00187968971288109
0.94,0.00309325078307069,0.000265284635061998,2.38701761929114e-05
0.945,0.000689451478283052,-0.00166270337394167,-0.00180760456177468
0.95,0.00306640457338696,-0.00198870650384107,-0.00485520030432149
0.955,0.00184376590723257,0.00085267645071085,0.000641012010579565
0.96,-0.000480760137914565,0.000104797948435616,0.00430905284471382
0.965,0.00164159866843574,-0.00169946508481228,0.00503112964361695
0.97,0.000973245671646329,-0.00015053086990861,0.00699098572346069
0.975,0.000372698892365559,-0.00110228633152548,0.000616608131204636
0.98,0.000459739287541048,0.000545455455287786,-0.00523166477779531
0.985,-0.00216743556361229,0.000604805763398518,-0.00480650967081482
0.99,-0.00153985814143497,-0.00229224303197412,0.000917418078945204
0.995,-0.00177061706971654,0.00193523440491912,0.00512595306307358
1,0.00110963626471199,0.00718865367188208,0.00795255680186334
1.005,0.00450938111770368,0.0069177420089209,0.00464684470158402
1.01,0.00404875112008723,0.00378856076070439,-0.00330124781737926
1.015,0.00396046396117533,0.0012494560652516,-0.00138695891218561
1.02,-0.00268161095372337,0.00141045139639246,-0.000384475402788674
1.025,-0.000369961578184753,0.00242536299045388,-0.000782959719821708
1.03,0.00443086622211992,-0.000867742018443536,-0.00235775690110665
1.035,0.00195676033460425,-0.00316777431498533,-0.00432823763022854
1.04,-0.00176843231940582,-0.000137713162900572,-0.00117249296698332
1.045,-0.00385527486079685,0.00217772296456585,0.00256503179939935
1.05,0.00180282773183369,0.001506586447169,0.00215814101132562
1.055,0.00653135341365237,-0.000111488474728795,-0.00247799095506345
1.06,0.006379699149977,-0.00145982600327525,0.00034736770500054
1.065,0.00338586957868494,-0.000188905976951636,0.00596953544740269
1.07,-0.00109183892196865,-0.00220011342115724,0.00422045739566256
1.075,-0.00208033896707315,-0.00626349422030831,-0.00431401453787103
1.08,-0.00292176764336066,-0.00469161924885006,-0.00564563813097742
1.085,-0.00432714790063225,0.000554598717317376,-0.00372291887058739
1.09,-0.00647086750397282,0.00385920400469854,-0.00292702988311152
1.095,-0.00472518122709965,0.00333417540722135,-0.00042361786569522
1.1,0.00332056753014033,0.00147498254072263,-0.00120921644217243
1.105,0.00934993174945662,-0.000158653526459572,-0.00368898123912395
1.11,0.00194772423855361,0.0010452603207254,-0.00648587874019058
1.115,-0.00201828624860701,0.00183258234218002,-0.00213045342778614
1.12,-0.0007165172331361,-0.000703918174038017,0.00784783954391723
1.125,0.000573270503014871,-0.00163822713955065,0.00519004030417666
1.13,-0.000978597061446736,0.000643392064470655,-0.00344886630091341
1.135,-0.00814809500789166,0.000719254141211084,-0.00339722101029615
1.14,-0.0060483745032238,0.000105885706522245,0.00141543817840866
1.145,0.000855372970369274,-0.000348693628926199,0.00193404495332935
1.15,0.000845166820748744,-0.00125448534922679,-0.00203231452164809
1.155,0.00132006211742692,-0.000708392245936046,-0.00181360760730485
1.16,-0.00126281918165154,-0.000413959808957844,-0.000908469188212692
1.165,-0.00295352311846335,-0.0025687928776288,-0.000245001386348762
1.17,0.00368924746248874,-0.0023897708909956,0.00264981269297008
1.175,0.00424482246696486,-0.00245929670114781,9.32431547057757e-05
1.18,0.000240401689816388,-0.00103119134233768,-0.00266282027037649
1.185,-0.00631976886365792,0.00388591519291159,0.002632185294627
1.19,-0.00595809819221528,0.00521355799088057,0.00321626848053358
1.195,0.00327879288504671,0.00208263749617518,-0.00421500648779087
1.2,0.00352952622713796,-0.00011456574347787,-0.00363500862911109
1.205,-0.00279284262173375,0.00109477953727274,-0.00159325710304847
1.21,-0.0028425395654717,0.00325651892312994,-0.00455524576274068
1.215,0.00311848234836898,-0.00179436731272381,-0.00310838301758374
1.22,0.00406402114472833,-0.00504910081181663,0.000790926155329503
1.225,-0.000573505515755079,-0.00332660224017765,-0.00198894237171425
1.23,-0.00475797088003486,0.00357988325229111,-0.00258255180886498
1.235,-0.00332838465356286,0.00643921107317381,-0.000159764963500439
1.24,-0.0018781546404045,-0.00128058883523483,-0.0014622886739454
1.245,-0.00432461440371408,-0.00206940257602499,7.06758071847038e-05
1.25,-0.00416129813657363,0.000229222581113458,0.0029399153850225
1.255,-0.00275354564803341,-6.84132191737103e-05,0.00183004330447863
1.26,0.000586007207756541,0.000606643347344013,-0.000888540467810088
1.265,0.00289190632941153,-0.00388795528326664,-0.0015680427699659
1.27,0.00069745647292343,-0.0049222783917256,0.0032315470243813
1.275,0.0023520260514227,0.00023895788092235,0.00255738847389202
1.28,0.00142023530455298,0.00307748457484333,0.00317469378204325
1.285,-0.00227885244010065,0.00408101398465598,0.00311273847610934
1.29,-0.00481955595470866,3.40552729850759e-05,0.00184432984748754
1.295,-0.00323574649117853,0.000587820248850189,0.00175334376405634
1.3,0.00226466462999259,0.00356085646787164,-0.000477574712391078
1.305,0.00189442897329701,0.000622266551457672,0.00157364235961704
1.31,0.0016274921871355,-7.05671554697778e-05,0.00016478059917843
1.315,0.00457410173999252,0.00237899463108835,-0.00228020324348459
1.32,-0.00125683869034971,0.000116458486547579,-9.83565342936871e-05
1.325,-0.00583270484396986,0.0017954408913487,0.00424614795892839
1.33,-0.00140190295264466,0.00476474587969704,0.00584825309353971
1.335,0.00225767520006612,0.00165438111309186,0.000653894119137041
1.34,0.00164294436186424,0.000913795809291112,-0.00547427894127311
1.345,-0.00388760513321495,-0.00129282188787762,-0.00398339747490356
1.35,-0.00695388274867005,-0.00152678684457745,0.00196828008084999
1.355,-0.00306125563753392,0.00166053946012019,0.00261362750312177
1.36,0.00378194656722444,0.00223943307067252,0.000125676121679102
1.365,0.00355870494250726,-6.3566364273679e-05,0.00127899814780534
1.37,-0.00182984736944435,-0.00248030352147006,0.0037787303466888
1.375,-0.00238559876133436,-0.00607486225643369,0.00518435629610504
1.38,-0.00266390929674374,-0.00318358762788371,0.00369117808040128
1.385,-0.00189985789164487,0.00232205542020727,0.005870540201574
1.39,0.00080612638417063,0.00430699432025485,0.00854473695066453
1.395,0.00270273125652706,0.00148863185573599,0.00683512714150787
1.4,0.00355011765652536,-0.000428012166020242,0.00648855357640405
1.405,0.0032018573061549,0.00210006414485386,0.000603663396929691
1.41,-0.00106133883235751,0.00342509227939228,0.00339503655884512
1.415,-0.00812970749798156,-0.0004782936638785,0.00533640989226795
1.42,-0.00447144572861984,-0.000772352760321156,-0.00361257858537228
1.425,0.0039784161814811,-0.000973749083382089,-0.00385757379518695
1.43,0.00375457098439472,0.00272143209842569,-0.00295103619309667
1.435,6.93565075863116e-05,0.0046089888927896,-0.0032854888243084
1.44,-0.000446839058773075,0.00220176819450355,0.00238491829490552
1.445,0.00112228807588511,0.000406273064982106,0.00672688423214251
1.45,0.00424537633633318,-0.0037000651945621,0.00559162449247387
1.455,0.00503208011363951,-0.00218072266896053,0.00364352776505594
1.46,0.00372720412941322,0.00030148536982357,0.00759645699352701
1.465,0.00427315200336665,-0.000109710785451589,0.0104943444526981
1.47,0.00255591043876751,-0.000370636580002369,0.00554028693824555
1.475,0.00116930854751303,-0.00171131233990469,0.00241720373215119
1.48,0.0014073961691425,-0.00180498577435361,-0.000385342541812644
1.485,-1.04238299173924e-05,0.00374048753111304,-0.00326943410824952
1.49,0.00067005130643906,0.00328509755389019,-0.00442768059007347
1.495,0.00220071949791906,-0.000773323706871867,-0.00348651601152659
1.5,0.00128270753997473,-0.00351476144320761,-0.000856901034214846
1.505,0.00218399250469785,-0.000769439615628586,-0.00128556326579083
1.51,0.00106883793955227,0.002079618782827,-0.000522177688863559
1.515,0.00169890284598406,0.00325230276891224,-0.00284059973781658
1.52,0.00288470622235578,0.00157784595199152,-0.00508065442645071
1.525,-0.00284211418464432,-0.00334247621541814,0.00014842902505745
1.53,-0.00818477611362907,-0.00288036247179455,1.01448182155348e-05
1.535,-0.0082735506342814,-0.00183987245066575,-0.00786594622813533
1.54,-0.00439450454433093,-0.00318293181847862,-0.00774525475383437
1.545,0.000794528863007122,-0.00285277577009131,-0.00137206573275055
1.55,0.00128005320765872,0.00361766702113129,0.00259620483348195
1.555,0.000516161788868293,0.0029929237867295,0.00160807763226622
1.56,-0.00144744841121311,0.000992317922493922,-0.00067960189161108
1.565,-0.0012707473199397,0.00596353162687263,-0.00178241861876034
1.57,0.00149609751242138,0.00128820896580144,-0.00128719537292732
1.575,-0.00528115370978518,-0.00562560017676471,-0.00247614986502474
1.58,-0.0047550749723819,-0.00340739144310936,-0.00568264969136965
1.585,-0.000559659079693631,-0.00192309076419875,-0.00132877514283715
1.59,0.00360138543439868,-0.00527910893571431,-0.00044330636646896
1.595,0.00779398899766262,-0.00582261438456386,-0.00495251804056897
1.6,0.00325199528545563,-0.00633981109638693,0.000998119583686354
1.605,0.0033358718012968,-0.00136920507077628,0.0036125782798881
1.61,0.00414960949123715,0.00972202195245772,0.000296523608852882
1.615,0.00378480681798877,0.00816426785462518,0.000245866309431088
1.62,0.00540649730135891,0.000429372045449926,0.000544007193744663
1.625,-0.00260185628265344,-0.00511209310868298,0.00512189760007029
1.63,-0.00764936287991367,-0.00585343355207969,0.00255414115695791
1.635,-0.00564774863190317,-0.00199666844599456,0.001757867927059
1.64,-0.00659692576275776,-0.00227321190762724,0.00484838592159027
1.645,-0.00777646890867541,-0.00493793569466565,0.00708438404892782
1.65,-0.00488215860792694,-0.00205304351285927,-0.00189190579688955
1.655,0.00164262527775656,0.00223864896311689,-0.0044024173423367
1.66,0.00412722238681732,0.00234179314044115,0.00339179787225228
1.665,-0.000706253189736324,0.0021823212598314,0.00138927659731367
1.67,-0.00427885808117533,0.000711750967421259,-0.000424645991720185
1.675,-0.00405696597760652,0.00337278762109513,-0.00264360417071982
1.68,-0.00201463923319109,0.00366631755306374,0.000316672956554633
1.685,0.00432694921579798,-0.00234608088147735,0.00320709266811953
1.69,0.0060510897913075,-0.00506466310826705,0.00141107173539595
1.695,0.00349985468299753,-0.002613853290868,0.0010550403635337
1.7,0.000420825401885462,-0.000931081571208634,-4.79067935584896e-05
1.705,0.00231841560497283,-0.00291828024572071,-0.0022785842682673
1.71,0.00364165441167804,-0.00379167303950792,-0.00388985818244456
1.715,0.00319484807698615,-0.00142604558082671,-0.00391203812874631
1.72,0.0195506469972209,0.00269128852483391,0.000874784499457379
1.725,0.0431536092667348,0.0164137020508602,0.00311458383343706
1.73,0.0461921255690333,0.03206050226639,0.0019518753541264
1.735,0.0157977004950207,0.0478666792208114,0.00833213147239454
1.74,-0.0115262037904527,0.0770707400887648,0.0169727220949503
1.745,-0.00372203356698704,0.109995231422754,0.0119695280753727
1.75,-0.000397199507005207,0.133909981677341,0.0130682289468069
1.755,-0.0088566366766116,0.195284069344245,0.0102430662762686
1.76,0.0127247741105075,0.275987322204148,0.0042068706054992
1.765,0.0432740069066012,0.369310707402055,-0.00705668501981652
1.77,0.0666186324101848,0.434432970171913,-0.00658286879531674
1.775,0.0702563102605349,0.449248488158586,-0.0087351498627879
1.78,0.0738939881108849,0.464064006145259,-0.010887430930259
1.785,0.15286299283936,0.671556762968542,-0.0364725592021838
1.79,0.107755757201767,0.679232113000287,-0.0512916943172394
1.795,0.0637032851192977,0.670878663528982,-0.0447121931121682
1.8,0.00603264783629144,0.664668755489842,-0.0228978473246592
1.805,0.012906860673388,0.660215999954483,-0.0222116529377795
1.81,0.0197810735104848,0.655763244419124,-0.0215254585508998
1.815,0.0974373844739575,0.595252626887427,0.00419231316248311
1.82,0.127367177561047,0.554877966241122,0.00993566344682472
1.825,0.121098657198799,0.547606510110208,0.0109767053764025
1.83,0.11483013683655,0.540335053979294,0.0120177473059802
1.835,0.178703732610004,0.427856488853078,-3.43306919568256e-06
1.84,0.160283503404608,0.410766443486501,0.00826122417503499
1.845,0.156010893802671,0.404505914422804,0.0146654005981592
1.85,0.159079402700935,0.334512447556418,0.0074098532540756
1.855,0.148353168431591,0.327402810766914,0.0104214147900286
1.86,0.129577355862048,0.280456237904766,-0.00573699792945296
1.865,0.125390803563244,0.246046622731105,0.000296838572045361
1.87,0.121162762911904,0.217038590301078,-0.00951945091590496
1.875,0.0963832929530956,0.194908437675015,0.00272811368045547
1.88,0.0572411077096097,0.163299788040162,0.00983041756039081
1.885,0.0259015782424883,0.142322446607691,0.00466833519353097
1.89,0.021832143921374,0.125100497958552,0.025449614692257
1.895,0.00581794981063147,0.120586779372526,0.0271386871170015
1.9,-0.0392047060005222,0.102885364372407,0.0522166293300653
1.905,-0.0442784091641317,0.101998421538345,0.0535292696610385
1.91,-0.0493521123277414,0.101111478704283,0.0548419099920117
1.915,-0.0524281614219304,0.058233338742619,0.0684291665237986
1.92,-0.0446801037565401,0.0523068185945205,0.0647076999718298
1.925,-0.0446513093635715,0.0516125148733715,0.0632963508096689
1.93,-0.0446225149706029,0.0509182111522225,0.061885001647508
1.935,-0.0445937205776343,0.0502239074310734,0.0604736524853471
1.94,-0.0901430732231563,0.00915520550552718,0.0660822675361076
1.945,-0.0982694341030219,0.00962057598815996,0.0682493183102569
1.95,-0.0908249737140592,0.0102316762520306,0.0677346810024742
1.955,-0.0808542836888039,0.0146057732569607,0.0537882202236275
1.96,-0.0716198992400591,0.0110290320107633,0.042771252344908
1.965,-0.0532323094383742,0.00369794013795213,0.0516588965750182
1.97,-0.0531412703942143,-0.000779801418548809,0.0547030268593921
1.975,-0.0590515862357651,-0.00552786705121853,0.0544358696664914
1.98,-0.0597909743884643,-0.00716387942640785,0.0545486013378568
1.985,-0.0566554600254927,-0.00668915511294452,0.0533940148394137
1.99,-0.0535187668635977,-0.0062157385951906,0.0522297964024917
1.995,-0.0503820737017026,-0.00574232207743666,0.0510655779655696
2,-0.0155801768745161,-0.0229886437996205,0.0587647602335147
2.005,-0.0152691130548929,-0.0308699497964923,0.0494397039120056
2.01,-0.0136100795746505,-0.0367859904404203,0.0432861729464115
2.015,-0.0156938725961876,-0.0377754903632699,0.0403102372939622
2.02,-0.0503793011946572,-0.0475706513367389,0.04897330640724
2.025,-0.0611084164466974,-0.0419206651089396,0.0389807121843699
2.03,-0.0569335029843549,-0.0433277613989404,0.039581761706858
2.035,-0.0518519109728026,-0.0466594862172416,0.0385475421715749
2.04,-0.0507200819985767,-0.0509624147950175,0.0368386792807102
2.045,-0.0496965311261628,-0.0512734383860208,0.042802913304311
2.05,-0.0456834496531916,-0.0497765362092177,0.0499966205903613
2.055,-0.0437582168180399,-0.0508516412264794,0.0473648683784457
2.06,-0.0502754964420059,-0.0509610557648979,0.047757153833031
2.065,-0.0512305220377865,-0.0500121524931948,0.0476497842600152
2.07,-0.0521855476335671,-0.0490632492214917,0.0475424146869993
2.075,-0.050311740373601,-0.0580919086659939,0.0457010342582557
2.08,-0.0485068216532493,-0.0575975067656121,0.0424423644893677
2.085,-0.0195873035148282,-0.0457795906600357,0.0502363883882174
2.09,-0.0190767234504997,-0.0509357533319268,0.0536996950923833
2.095,-0.0125597447297509,-0.0544725912256625,0.060886513615322
2.1,-0.010292590453567,-0.0544435892720176,0.0539157380145786
2.105,-0.00931086870632114,-0.0485763525586121,0.0586005457683844
2.11,-0.0145980172263776,-0.0418651892268924,0.0548774543508802
2.115,-0.0192815324374904,-0.0415189123524641,0.0589412398953369
2.12,-0.0239650476486029,-0.0411726354780359,0.0630050254397933
2.125,-0.0646951341958,-0.0373850545469041,0.0456754474125114
2.13,-0.0707466387586765,-0.0392687120311524,0.0456683517352816
2.135,-0.0572520804940936,-0.0458011967201249,0.056432539406738
2.14,-0.0497587088712197,-0.0315752100835598,0.0618429889520709
2.145,-0.0465416334849561,-0.0268680024774979,0.0586244245179264
2.15,-0.0278711445513679,-0.0256337042803887,0.0479574346760999
