Time,ACC_X,ACC_Y,ACC_Z
0.48,0.148774780313532,0.170063359208849,9.7498280252544
0.485,0.160985310287532,0.156877723622339,9.76214572706169
0.49,0.196324434309723,0.121761201117053,9.77834607610295
0.495,0.192768824137356,0.115801115486673,9.76150517689322
0.5,0.169201503995914,0.144874781346206,9.75191942257896
0.505,0.170216260784877,0.146881038220722,9.77127417553813
0.51,0.202330162806033,0.116155609238664,9.78943169894768
0.515,0.217747006865419,0.0957540390168276,9.79695702818694
0.52,0.183074262798195,0.116916668890237,9.78358880799244
0.525,0.151414974474157,0.169220952850005,9.73900306335952
0.53,0.186799325162928,0.157463167915592,9.74615925486154
0.535,0.226185481985936,0.0831720960938792,9.78164015657218
0.54,0.200355101418405,0.0901838123128182,9.78623121480461
0.545,0.150599240398792,0.15773206562027,9.7468987229392
0.55,0.149585921684901,0.168371077649521,9.75655945263487
0.555,0.184833138585393,0.123788794010091,9.81205589517086
0.56,0.204931837620047,0.0976740375911872,9.79499015096122
0.565,0.194824727495584,0.115798154882671,9.75086821820272
0.57,0.163785426748194,0.142119452710738,9.76258978010788
0.575,0.178210775378769,0.130411589745303,9.7839943391716
0.58,0.231219189924847,0.0941130310072621,9.80163706823435
0.585,0.217619336922745,0.106021230414642,9.78554102744039
0.59,0.162812454658657,0.146077038756784,9.75166786758708
0.595,0.15148778892226,0.146566176465632,9.75515966666288
0.6,0.181518471738792,0.105342859258534,9.77761969202511
0.605,0.203272864395486,0.102303660212974,9.78067142736035
0.61,0.192991633138863,0.151681590540005,9.7745533984667
0.615,0.165206628654246,0.176488459385171,9.78042245646574
0.62,0.158402340397817,0.163223075810876,9.77507894985758
0.625,0.18486854571918,0.14242518408175,9.76208577347196
0.63,0.201542344054643,0.121492850826689,9.77031300598245
0.635,0.183850429489966,0.134390439675881,9.77338083905273
0.64,0.164684878447382,0.152972871211626,9.75920248580652
0.645,0.175625349610206,0.122389615860642,9.7607934056819
0.65,0.219724153746754,0.0801118326842636,9.78035899171422
0.655,0.223022114886162,0.105227563817197,9.77357141714468
0.66,0.177969153159209,0.14685648180203,9.75642969063259
0.665,0.154209678165478,0.134071464029611,9.75989009693051
0.67,0.165262346649817,0.10501763852246,9.77697048590551
0.675,0.202580979161047,0.110498445199315,9.77981996205264
0.68,0.210627175029623,0.139235004066102,9.76089574166659
0.685,0.167870677153101,0.151010833487274,9.7497858087336
0.69,0.150612499641135,0.171331919078155,9.74224945386801
0.695,0.179849667477671,0.166045626456171,9.74365756831033
0.7,0.206555007621066,0.117638787818744,9.78138796439828
0.705,0.191267110568324,0.115173823680842,9.79225174846708
0.71,0.146259351028062,0.14778233392905,9.7597359871855
0.715,0.146608495661067,0.147905042665325,9.75619838332036
0.72,0.199804960678668,0.11915346546308,9.77612812990784
0.725,0.211427928287207,0.116291280864558,9.78917368175637
0.73,0.174559227303879,0.142654917500699,9.77469316526029
0.735,0.148668789202961,0.155901198942934,9.75596033948597
0.74,0.172405178813247,0.155987349699925,9.76221681951116
0.745,0.217853857845862,0.148003434368136,9.78118844027473
0.75,0.193564506139134,0.143451651934278,9.7746945347192
0.755,0.144806901826543,0.149063364647603,9.74987827593374
0.76,0.153650076131399,0.122195489003633,9.73036503009796
0.765,0.21864966519052,0.0955117777634268,9.7698125093414
0.77,0.230894908950164,0.115090256733515,9.81225374152773
0.775,0.175017857216002,0.158181754620412,9.76105930936522
0.78,0.14004493614628,0.193484519125346,9.72568352481965
0.785,0.157825984425744,0.148330198349241,9.76164207303929
0.79,0.199602317538723,0.0784563392268652,9.77582590437152
0.795,0.202730724875551,0.0818512648797479,9.77382490201207
0.8,0.172492966236256,0.112027387536892,9.79803086333319
0.805,0.148071144533204,0.137826140383265,9.77132972777461
0.81,0.163823716816471,0.125239497632276,9.75452182569188
0.815,0.200096133809085,0.106406576265945,9.79018138092145
0.82,0.201060734518573,0.117230021108566,9.79150363475437
0.825,0.169473766138278,0.151084065959059,9.76485070143081
0.83,0.151781299918053,0.143956559029586,9.76546410004938
0.835,0.169533425269979,0.109609352841633,9.78635155797768
0.84,0.202459684284811,0.107195199818949,9.78041696677605
0.845,0.183055127301451,0.128689892634607,9.76929568358713
0.85,0.134582711011172,0.164062599803393,9.75425981668326
0.855,0.155042511872983,0.150454010789902,9.75971730038402
0.86,0.202266264633416,0.116578734927052,9.7811888668714
0.865,0.207485106107801,0.107533779385374,9.76326570930481
0.87,0.176912076969759,0.163721965381309,9.74080777164832
0.875,0.133070799617804,0.194599500007382,9.74872837017795
0.88,0.161635418699043,0.156098720591326,9.74852965428137
0.885,0.221016764766075,0.0863248123546308,9.77666138561137
0.89,0.201407605488301,0.0882823604482085,9.7735544675268
0.895,0.149177889738932,0.184646329755763,9.71877873822543
0.9,0.150827508892458,0.181866336304502,9.74992900945399
0.905,0.201690456208068,0.139281918186113,9.76236935827972
0.91,0.230886451187476,0.111672310397516,9.76736635006175
0.915,0.206955749818505,0.11671556664265,9.79469144234328
0.92,0.160919436281002,0.164231637000229,9.7525618380867
0.925,0.163706454384536,0.150839001905143,9.74931321169849
0.93,0.207333362620368,0.0925215951770014,9.77825514115635
0.935,0.211697492398353,0.126830772709435,9.76678926954476
0.94,0.168372825644554,0.194456932168126,9.76720207210236
0.945,0.14980166171938,0.18610388832087,9.77002794785925
0.95,0.188383920075375,0.157273031915109,9.777486636619
0.955,0.234062236297345,0.105675670929503,9.79636858233044
0.96,0.2073759179993,0.100834741251618,9.77778041085253
0.965,0.170051225368075,0.128811758143507,9.76803771092837
0.97,0.168263296583907,0.134559623085198,9.78391067581572
0.975,0.190241320837396,0.138727877969072,9.77049893509835
0.98,0.211547700210178,0.101987524149904,9.75242779413145
0.985,0.173477032211417,0.136309304801155,9.74626818794925
0.99,0.130729338468642,0.194547455230196,9.76785090106779
0.995,0.169989373170738,0.142660529004906,9.79540997254559
1,0.22639968852873,0.103410863732031,9.77957562379393
1.005,0.216477201255139,0.0984578995123616,9.77443820719442
1.01,0.176843645574157,0.121474000478487,9.78031466190468
1.015,0.14690456875008,0.198846262011637,9.77732651617976
1.02,0.172094543048437,0.19335941400511,9.77472780904058
1.025,0.221766351392999,0.117555586065213,9.76830900899544
1.03,0.217549000351294,0.0956831233169854,9.77888740059052
1.035,0.160856014861226,0.130400574382174,9.76612706200551
1.04,0.133621865790881,0.159800653864173,9.7473900324798
1.045,0.184613232115367,0.117594419209807,9.77233258024918
1.05,0.229104723694298,0.0951532853494572,9.79693269274671
1.055,0.179593262618534,0.148219128873973,9.78218191037522
1.06,0.12462572717109,0.188854457654888,9.75060073735198
1.065,0.15744247059454,0.162064551781001,9.76441941502388
1.07,0.213120596466908,0.0867498123047654,9.78198522052223
1.075,0.22045161292022,0.105363269891429,9.77651855918749
1.08,0.182685718707587,0.16431481568943,9.7675320300088
1.085,0.146378655171817,0.134374059818889,9.75351724856219
1.09,0.180149344323508,0.112166305708463,9.75760575473231
1.095,0.237285768239476,0.115340892288263,9.77655970713433
1.1,0.232746018233651,0.129727589950773,9.77914482525066
1.105,0.185522366165519,0.167087585909525,9.74611748142333
1.11,0.149827361839658,0.145831390181504,9.73600800298102
1.115,0.17819544138755,0.0870839433520809,9.78090817988991
1.12,0.222165357335811,0.0973598495933132,9.80446355806171
1.125,0.175461543644034,0.166291437403864,9.76142714234668
1.13,0.116420213977343,0.180645523326245,9.74514453300069
1.135,0.153380030523216,0.121169474847624,9.77491460934456
1.14,0.212490949406577,0.0872428030985951,9.78382221185846
1.145,0.198486051590314,0.100643063743228,9.78280126964031
1.15,0.163095249133572,0.143489196138942,9.76046150037319
1.155,0.152731199654177,0.18063454789951,9.72869969037724
1.16,0.178235515287815,0.128711323092967,9.75297429640283
1.165,0.215063215745852,0.0709546970078634,9.81412142527607
1.17,0.203270834369172,0.117517700762929,9.78846001703578
1.175,0.146902156010844,0.187859229177749,9.7489958359771
1.18,0.136876014277573,0.165039520641589,9.7643714164051
1.185,0.204341642887519,0.117778578827474,9.79334276929021
1.19,0.230205572124185,0.109465752468792,9.77550169434402
1.195,0.176119374556112,0.143105261815506,9.73231676966648
1.2,0.142981596822666,0.190357991007302,9.70990353216628
1.205,0.163990377394996,0.157739460919682,9.73451262529528
1.21,0.214325576689197,0.0927850118892444,9.79982516648329
1.215,0.229345893952777,0.110006661254463,9.80913360481982
1.22,0.182199685462878,0.158947098885433,9.76267864776823
1.225,0.160271373614661,0.157326540600799,9.75212989345563
1.23,0.187940054908285,0.138353076579716,9.77366995361722
1.235,0.204064791370862,0.131146868113586,9.76022103035128
1.24,0.184792858105735,0.127805150958116,9.7576036518564
1.245,0.152264022001281,0.139356404773781,9.77669259276063
1.25,0.166666621738689,0.129278258826628,9.77847659328283
1.255,0.213313053819204,0.100447839556135,9.77245707074232
1.26,0.219933955515712,0.0807736682000422,9.77056867227643
1.265,0.179056245644904,0.154753341383666,9.74520581473305
1.27,0.147682685927233,0.202351023281997,9.73236737200164
1.275,0.167268146167398,0.123705456350052,9.77121010119761
1.28,0.200845974257759,0.071632302095947,9.79229162016596
1.285,0.19614476725497,0.110990236218907,9.76766895857729
1.29,0.160679282738319,0.156019645162308,9.73813344312256
1.295,0.1488456447915,0.148952261087759,9.74125241317527
1.3,0.180105790597489,0.120779356469504,9.76434044234977
1.305,0.218567991098988,0.11286390298259,9.78425393328475
1.31,0.195401244193097,0.114797904177203,9.79128832774399
1.315,0.148627627304599,0.119458310395373,9.77121078737574
1.32,0.156351518512558,0.119279348422121,9.76839111303337
1.325,0.192863156977393,0.0966517808845704,9.80233355416556
1.33,0.20613029742467,0.109484987892861,9.78859739831666
1.335,0.184876173209536,0.165866789323576,9.74424524272944
1.34,0.157882313651397,0.177673342962024,9.73688639335312
1.345,0.173518127874792,0.130566933461458,9.76880922511533
1.35,0.211577275246925,0.100585377140319,9.80049363789443
1.355,0.219826096091389,0.144570951534837,9.77765150574523
1.36,0.191537692165641,0.194418761390415,9.73833790426823
1.365,0.159772695051192,0.151350243638819,9.74921540502734
1.37,0.172221707298352,0.0871424518648543,9.77178140947047
1.375,0.209814638231485,0.0935029502364011,9.76533650668624
1.38,0.191593125881197,0.12149190047537,9.7533305397794
1.385,0.142542265723959,0.163214789689668,9.74096265576388
1.39,0.157043776344121,0.175223192421269,9.74228186751718
1.395,0.205898837346618,0.128821898492733,9.78250985613326
1.4,0.201270662544122,0.111069136611822,9.78328980775041
1.405,0.162313263180159,0.133136920666397,9.73262374503695
1.41,0.146657701959878,0.146498270214457,9.72810198263913
1.415,0.169269113977207,0.136684360521763,9.7723045640207
1.42,0.21266656574712,0.100655133913488,9.79265785771615
1.425,0.221705933521122,0.0993683784779591,9.76259641529154
1.43,0.187585133931676,0.148251411141723,9.72304920609271
1.435,0.162294435983747,0.150056495322328,9.73196251406897
1.44,0.168247154707932,0.11056147277771,9.7712254620185
1.445,0.194545020556206,0.0883277051644318,9.80132955042831
1.45,0.198067331735425,0.0949724724345387,9.80016253805766
1.455,0.166410635446831,0.126060447026821,9.76032356808473
1.46,0.165796158472345,0.132348164786012,9.7657185045458
1.465,0.202206406158382,0.111035096868576,9.79243540690976
1.47,0.217930035507845,0.114373783714531,9.76527377273401
1.475,0.19494607325961,0.14927889433182,9.75001436965061
1.48,0.155931891512328,0.165219131298624,9.76781617724996
1.485,0.156064872748961,0.138710197583084,9.77300597426731
1.49,0.190975884029464,0.106985503174988,9.77138727419774
1.495,0.197475318077327,0.13242443194411,9.76501472604967
1.5,0.183655766868913,0.182818525417081,9.75143378400074
1.505,0.177400593859563,0.187184258151901,9.7309049442945
1.51,0.186077711432198,0.114571418231033,9.74879537430191
1.515,0.205793687098572,0.0624874649065699,9.78159119618306
1.52,0.179948225230146,0.129712989045306,9.77257051969
1.525,0.140000404390667,0.179012214133423,9.75305772790696
1.53,0.158590752592963,0.154130006859416,9.75409099268286
1.535,0.199407703962767,0.118435486947782,9.77217049536075
1.54,0.205830308413579,0.114839805856433,9.76513724949617
1.545,0.169707575963009,0.155867909822899,9.74284815664431
1.55,0.145641516373207,0.125444909531888,9.7346258425335
1.555,0.186727576106336,0.0789424277606587,9.75963456883061
1.56,0.233234206591375,0.118458432565085,9.80762181058297
1.565,0.215793624495596,0.145097684546078,9.80360800102897
1.57,0.164473976470186,0.155040193680955,9.75904621700336
1.575,0.144189985348523,0.145124271652367,9.73040716493912
1.58,0.179205130700303,0.11151833247111,9.73168023599147
1.585,0.212014295126267,0.072480157945165,9.80736408754547
1.59,0.193589415777068,0.0918025365107645,9.8250667258776
1.595,0.15532627721457,0.184931782720626,9.75881752704595
1.6,0.154237383948489,0.205686689189813,9.73548257418619
1.605,0.200990327573255,0.113347931019159,9.78062862511998
1.61,0.223007908674459,0.0895813612417434,9.80861717828049
1.615,0.178006827911681,0.173808648709617,9.74946115242674
1.62,0.141713558088252,0.177111351127366,9.71482433528415
1.625,0.174293038059053,0.117510345586844,9.75311468089622
1.63,0.229071748765294,0.0994104251775118,9.78207946965299
1.635,0.232292365248962,0.12422140939382,9.76526830053186
1.64,0.186256373402992,0.144913370234452,9.76014343246309
1.645,0.154314731728648,0.150690807917592,9.76581122101634
1.65,0.188225445410769,0.0964065788167593,9.76736458646388
1.655,0.224065457182111,0.0580265872557206,9.74308087949933
1.66,0.19530651728569,0.100682103216348,9.76971243395174
1.665,0.147630921942299,0.148946496878027,9.7801870655789
1.67,0.138762986418603,0.172485710504486,9.75252947578284
1.675,0.169495420991279,0.126233241353288,9.77714035859099
1.68,0.200943966555744,0.0952484813974738,9.79990963845924
1.685,0.191625308525626,0.124703195708785,9.78255252046537
1.69,0.146074960739921,0.185665439016899,9.73641919812058
1.695,0.156928904248129,0.177455933863157,9.7404442495623
1.7,0.202462250214118,0.140003682135481,9.77507445072551
1.705,0.19353915196881,0.164311805992117,9.7644265199006
1.71,0.18828570515258,0.176864004282314,9.75916317104652
1.715,0.158139301593167,0.176095851037537,9.73068381163394
1.72,0.189383997286502,0.125038070652838,9.71074040093928
1.725,0.280302123838556,0.0622880935281926,9.77331419441861
1.73,0.3173340526038,0.107917455125894,10.1101586643942
1.735,0.231160651216103,-0.200592769861032,10.3416823829056
1.74,0.217352815465735,-0.463762802345862,10.4824376211106
1.745,0.373622557755321,0.25535587418888,10.9442364335537
1.75,0.507152028380195,0.793080243195358,11.3491012508467
1.755,0.416026535950765,0.592178377331352,11.658392280807
1.76,-0.269739395492072,0.203122161216041,11.812806535605
1.765,-0.651309090774673,0.318882214922948,12.5436807682616
1.77,-0.821588292817184,0.30664772463518,13.3182454425708
1.775,-0.810235776158952,0.285847320304039,13.649920122058
1.78,-0.79888325950072,0.265046915972899,13.9815948015451
1.785,-0.850217295314362,0.358518261951372,19.3442345346578
1.79,-0.489038181937071,-0.000993656373477848,19.8811872853777
1.795,-0.143328320278499,-0.331894629909227,20.1233966776297
1.8,0.461929229486907,-0.659036907139334,19.579083513916
1.805,0.489401223626399,-0.591064690684472,19.2977198647316
1.81,0.516873217765893,-0.523092474229608,19.0163562155472
1.815,0.57009082513859,0.365769427396611,14.9499412915298
1.82,0.461766577953891,0.266338889516928,14.0444679810343
1.825,0.40120641829359,0.246240481465126,13.8588452075895
1.83,0.340646258633287,0.226142073413323,13.6732224341448
1.835,-0.369444866358599,0.722088870202895,12.2298070030267
1.84,-0.133804816069837,0.420198275176093,12.5647142251192
1.845,-0.0361635597017727,0.365202794129991,12.6609111684473
1.85,0.137512019440127,0.287447691420611,11.525611980224
1.855,-0.0237019476854596,0.391260882091061,11.4027164366778
1.86,-0.291426765105154,0.300962061683524,11.3299035789856
1.865,-0.146750466839606,-0.387273150890189,11.3299079192346
1.87,0.0125628967040283,-0.289150812831264,10.5064501475447
1.875,0.175584216425351,0.127883339861255,9.97202169230249
1.88,0.193055093819469,0.0359989209025009,10.0262830807743
1.885,0.114826187308234,0.0484374324565656,9.80546750550943
1.89,-0.210201676197969,0.240072598663485,10.220863149732
1.895,-0.213853177854969,0.250873373656581,10.1140506669924
1.9,-0.292153466428873,0.138516565002432,9.9495085564392
1.905,-0.253222124953869,0.138917752989506,9.82740583832477
1.91,-0.214290783478863,0.139318940976581,9.70530312021034
1.915,-0.129130046224485,0.263885646903605,8.60870346989109
1.92,-0.172667042057869,0.362068754690433,8.52610521720423
1.925,-0.182904728759183,0.359839075415488,8.52894341361706
1.93,-0.193142415460496,0.357609396140544,8.5317816100299
1.935,-0.20338010216181,0.355379716865599,8.53461980644273
1.94,-0.309914826799089,0.234030395645413,8.59713508367418
1.945,-0.456671901707081,0.337852502414174,8.43704653231384
1.95,-0.470495752193991,0.332816222008424,8.30531819615674
1.955,-0.408202385162418,0.217023121247967,8.11679343592365
1.96,-0.271261446053421,0.2206659983736,8.12534108065898
1.965,-0.190628224526041,0.270809690764985,8.15475749289771
1.97,-0.176162973827034,0.204707101502505,8.12267317748743
1.975,-0.229489492562209,0.123050301031491,8.28933351715579
1.98,-0.315046569529651,0.18317555962402,8.37203909005993
1.985,-0.321814166554577,0.191382509114067,8.36760894155208
1.99,-0.328533855788547,0.199531361643095,8.36321015404695
1.995,-0.335253545022518,0.207680214172123,8.35881136654181
2,-0.138948919195603,0.140900866126654,8.20290424933473
2.005,-0.140481468417783,0.124955159879587,8.05542821380644
2.01,-0.240736984508125,0.109628186802629,8.17385374461638
2.015,-0.27233264499734,0.0959339107582555,8.19567046758935
2.02,-0.32566051479863,0.16340876697139,8.29312867394853
2.025,-0.297336151101075,0.117982166943267,8.31994392819596
2.03,-0.271990829121976,0.0306017494360172,8.1972899218694
2.035,-0.340876475573437,0.176247103783366,8.22454368428178
2.04,-0.381419608274336,0.243166905646912,8.15118949826089
2.045,-0.3239841976106,0.174180166084741,8.01951768669974
2.05,-0.243728055098138,0.136692543053098,8.05146555395772
2.055,-0.2037519340421,0.147858292434828,8.17773763913343
2.06,-0.247366008819954,0.209470729275539,8.2768585948352
2.065,-0.265377362099898,0.230219408281182,8.27703947168459
2.07,-0.283388715379841,0.250968087286824,8.27722034853398
2.075,-0.329422932410894,0.307897782437216,8.20610040967756
2.08,-0.31867233366046,0.303004657943406,8.17598623635812
2.085,-0.292473121192093,0.228372400529215,8.43993530661965
2.09,-0.269966292508653,0.113762013814527,8.46672314873226
2.095,-0.263042678769082,0.105203403395628,8.43217715323412
2.1,-0.342992011724647,0.204825311021679,8.48277146705753
2.105,-0.397597619229817,0.185508101707561,8.52704514867417
2.11,-0.373784591594947,0.1300839811954,8.58894366504214
2.115,-0.360448944481055,0.124977615772323,8.62484000767315
2.12,-0.347113297367164,0.119871250349247,8.66073635030415
2.125,-0.241283240329638,0.0946252571641099,9.00411846820107
2.13,-0.415604565922651,0.21584588759296,9.1037499205113
2.135,-0.462280772508027,0.175892663223814,8.9726795610661
2.14,-0.340876723751662,0.0954649386787813,8.71671601101924
2.145,-0.317423376532543,0.0616829102828082,8.70386544224182
2.15,-0.361686449363053,0.161818189690745,8.64848997830475
2.155,-0.427137153005855,0.172014402330884,8.72503906146322
2.16,-0.386276562022872,0.197454817460298,8.774119843152
2.165,-0.303452911986404,0.188223631883866,8.86211421151076
2.17,-0.268921862911921,0.059753749331712,8.92752141032673
2.175,-0.267166604944853,0.072914558543846,9.09804337476617
2.18,-0.307493748726391,0.154833498763961,9.10536637968348
2.185,-0.318353689409048,0.166206209506557,9.11661762687355
2.19,-0.289342937704058,0.170598903218006,9.21228636831871
2.195,-0.311027738725794,0.15070220673776,9.21741209471739
2.2,-0.35505426250259,0.172651245945301,9.20584803843367
2.205,-0.369707911197645,0.184340479477882,9.19615147249961
2.21,-0.307195996085596,0.167888398129176,8.89682171159703
2.215,-0.293011399425917,0.187746035844144,8.91199632335803
2.22,-0.278826802766236,0.207603673559114,8.92717093511902
2.225,-0.2372042397065,0.266514087269113,8.65490173345504
2.23,-0.451199266734403,0.185170412482531,8.94546416051903
2.235,-0.44706564085689,0.0875626353942369,9.14285810616988
2.24,-0.398177218423198,0.0517347734616361,9.03019122718077
2.245,-0.359609727751274,0.130935219137536,9.00501734639394
2.25,-0.354766549951773,0.177631900774654,8.94527304145582
2.255,-0.353447511179178,0.116002063822897,9.13712400457094
2.26,-0.334407383801956,-0.00034598451523969,9.34599798817808
2.265,-0.372801311767793,-0.0412627231245016,9.32121925499064
2.27,-0.43289835661736,0.0632458451541959,9.23852473813787
2.275,-0.40894865963919,0.133009504723674,9.13087158985537
2.28,-0.332250013191185,0.0791393673186047,9.24433175688214
2.285,-0.242212061088202,0.0828947973464122,9.22647166308942
2.29,-0.199869600578426,0.137263136436972,9.14966901062661
2.295,-0.26328213645999,0.193602033341955,9.16572214970091
2.3,-0.334878375909062,0.187959331778845,9.2040594234927
2.305,-0.256010236997404,0.138869986012853,9.10966639575918
2.31,-0.22333444628297,0.132250560306024,9.00202641726558
2.315,-0.304171851187173,0.21886249845241,8.95785998295923
2.32,-0.379738144334983,0.282341462122898,8.95045588136978
2.325,-0.364498649166272,0.263725984134324,8.97348391262514
2.33,-0.249411610990034,0.185233245241933,9.1144971765451
2.335,-0.228621942108823,0.174013192835488,9.18863009605917
2.34,-0.232499642042729,0.163228815770055,9.22539192024952
2.345,-0.27791394962627,0.198811197797287,9.29168584900545
2.35,-0.230325658666772,0.168389261268973,9.16278239750756
2.355,-0.195576429435484,0.228521696802135,9.21571914143258
2.36,-0.207182670686126,0.218303784420592,9.32113568712622
2.365,-0.212252503893416,0.217824473264802,9.32791651864576
2.37,-0.217322337100706,0.217345162109012,9.33469735016529
2.375,-0.304393866029676,0.131937708622758,9.332567447674
2.38,-0.215051957074938,0.224829622588731,9.24993343301378
2.385,-0.206545640532151,0.195795106142684,9.2598809953602
2.39,-0.222994919931565,0.0931650090271794,9.41843411905072
2.395,-0.258797110223281,0.0256469162626817,9.41736494046182
2.4,-0.273842969970251,0.133901022178847,9.45712212386615
2.405,-0.279535400750471,0.16632793127391,9.4732462962513
2.41,-0.261433362102629,0.0740668791390588,9.49603877688628
2.415,-0.231076389928433,-0.00518701210279767,9.55455646112806
2.42,-0.211712113585291,0.031941237825696,9.54903328412345
2.425,-0.260822115127454,0.0884028676784518,9.47038775292291
2.43,-0.303798077678837,0.12883310038483,9.49523364692334
2.435,-0.272195227050139,0.149253011823244,9.47484195772221
2.44,-0.188624767347889,0.0896771540462876,9.43986122934504
2.445,-0.197562235482969,0.0790974299261756,9.48246592884091
2.45,-0.31392521685742,0.113402049217958,9.52588661468947
