Time,FL0_ang,FL1_ang,FL2_ang,FR0_ang,FR1_ang,FR2_ang,RL0_ang,RL1_ang,RL2_ang,RR0_ang,RR1_ang,RR2_ang
22.475,-0.0550113006262474,0.898911115344241,-1.79626412639374,0.0517301194451114,1.06053437365783,-1.81025814858335,-0.151835382655105,0.889426320766745,-1.68946205890745,0.239816016858558,0.7978164406012,-1.65743246106202
22.48,-0.055926229014237,0.897269836459727,-1.79181442241669,0.0532429454422911,1.06420127865691,-1.82340367027719,-0.151671742340173,0.894506613850553,-1.70044898416773,0.239592580932924,0.796762451917704,-1.65225522933102
22.485,-0.0566570564792936,0.896303298276088,-1.78855119159225,0.0553542929805596,1.06814737326788,-1.83754592425425,-0.150820322373524,0.901316524923544,-1.71311334657308,0.239129278293258,0.795746541323805,-1.64820798288473
22.49,-0.0570107975225962,0.896231266912208,-1.78598473381488,0.057429091929672,1.07241939902902,-1.85320117402807,-0.14965553693842,0.909189010415951,-1.72844972539678,0.239054779172828,0.794936307426732,-1.64465655149808
22.495,-0.0569902863029338,0.896652682472994,-1.78291014971495,0.05893164629541,1.07751083025214,-1.87343833164817,-0.148291003409347,0.918515897407381,-1.74873928239687,0.239477574300487,0.794948230804168,-1.64076524192606
22.5,-0.0568586230145664,0.89716739490668,-1.77958562138271,0.0596236745417845,1.08313349092739,-1.89516903034254,-0.147363050363142,0.928434772922175,-1.77115357312455,0.240314308369767,0.795602923143786,-1.63708659614072
22.505,-0.056621006033335,0.897557382490147,-1.77671558189825,0.0595785588474901,1.08889801496041,-1.91558432879745,-0.147267878001685,0.938082845576098,-1.79338296823731,0.241434566166619,0.796766181885926,-1.63468713714206
22.51,-0.0564494259655476,0.897910125862267,-1.7743957674955,0.0594133739528004,1.09507867198384,-1.93592704455966,-0.147580071278799,0.948222376642851,-1.81675439220068,0.242255988825003,0.798172720580218,-1.633671712644
22.515,-0.0564387974553278,0.898350618704925,-1.77260133579552,0.0594845914033916,1.10141812257221,-1.95625658363146,-0.148047721340234,0.958825960487835,-1.84082742862223,0.242697754325062,0.799771651184875,-1.63346209951957
22.52,-0.0564557483154055,0.899088667472951,-1.77109442608756,0.0598511995484392,1.1078777545623,-1.97699485975683,-0.148690546017134,0.969653891512415,-1.86519687141145,0.242861945565042,0.801586215028145,-1.63350893340079
22.525,-0.0562960151927746,0.900019785428208,-1.76984045028355,0.0603263095758531,1.11433304774958,-1.99839296370255,-0.149632254435358,0.980305294704066,-1.88946208014785,0.242944213807984,0.803345006578513,-1.63354853239062
