3.445634639869299735e-05,-1.490429482217559974e-04,-3.102531316926919881e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.033121710591431208e-01,1.580679707432706971e-01,-3.176590820138332216e-02,2.026146845776513050e-01,-1.556635694033099981e-01,-3.202114478669455810e-02,-1.641532315450513757e-01,1.496808517552541129e-01,-4.318895952700393948e-02,-1.633230318467909781e-01,-1.515650862988139613e-01,-3.506883792087196750e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.205147247246681319e-02,3.230726933573023311e-04,2.482020599634310321e-01,4.454229535774737597e-03,-9.860630803438880099e-03,-2.112905433738519190e-01,-5.512380557196256033e-03,-2.605359127966880295e-02,4.516938270265833874e-03,1.887853933382760696e-01,1.630792715154846251e-01,-6.466751717743683681e-04,1.881500579872886769e-01,-1.627955804042851284e-01,3.030228526338871187e-04,-1.631558536947299021e-01,1.588312597395638015e-01,6.050324657421030095e-04,-1.669959637902008742e-01,-1.593405215476837999e-01,-3.383110733768679435e-04,-6.132294619144435842e-07,3.597853563668954012e-07,4.879060227036885153e-06,1.008198320625245184e-02,-1.046828744706157673e-02,-3.864810592859032907e-03,1.949357999999999647e-02
3.170229453526954289e-02,3.866916152975691766e-03,2.460004539830173698e-01,4.510427925011503691e-02,7.281968056879087325e-02,-1.695889449174795560e-01,-1.290204725894319310e-02,-2.447781809553305904e-03,-1.203640844083664688e-03,1.923751122362261090e-01,1.589906345477351546e-01,-2.851731334005221628e-03,1.883001956604435090e-01,-1.613830092980438891e-01,-5.420297869200947031e-04,-1.645972046326738270e-01,1.578713044748915884e-01,1.882739856349655494e-03,-1.688997389873449217e-01,-1.568659786577981108e-01,1.417925375998563232e-03,-1.158359533562847415e-03,-8.443175474841560198e-04,-4.811941104751815755e-04,1.250801337564793128e-02,-8.274710199182019194e-03,-1.317414382587115372e-02,3.746771799999999708e-02
3.133052710516325695e-02,2.345530849152648988e-03,2.436515267809499508e-01,6.683722064841721155e-02,-7.351277621514037963e-03,-1.739426012330745619e-01,4.716015939604243853e-03,-1.980427394175674621e-03,-8.857304554808803805e-04,1.941858962187180404e-01,1.573190310741944542e-01,-1.610904099565972679e-03,1.889768440490294243e-01,-1.586345191293039303e-01,-9.113519937786567198e-04,-1.664053667168875206e-01,1.567430565586748759e-01,2.436489760469335089e-03,-1.689332539578031478e-01,-1.558325788585591676e-01,-2.580192223624829841e-05,-1.044778261907175747e-03,6.251444969478419300e-04,-5.654184405251208708e-04,2.474081841452905467e-02,-4.211086175940898305e-03,2.911385831491997839e-02,5.459356299999999773e-02
3.146500199451041091e-02,2.888733744602057195e-03,2.415068456610876269e-01,8.104797054845593041e-02,4.000113279817318207e-03,-1.119660820012847169e-01,5.696691779781191262e-03,-2.292382326312653908e-03,5.393520369922554999e-04,1.950057246573947689e-01,1.565215219753479658e-01,-1.776327240148079661e-03,1.904458689250992931e-01,-1.566399433614636405e-01,2.393226687060043441e-05,-1.684223392568104660e-01,1.551175719709361467e-01,2.154087124462255448e-03,-1.686163073217762653e-01,-1.557918655219606707e-01,-5.246152461991717038e-04,-6.260954179868386243e-04,1.924813897200028942e-04,-6.181934532717620924e-05,2.162599955024674739e-02,7.704852394179780711e-04,8.531810782408066895e-02,7.339429899999999618e-02
3.014401707336220038e-02,4.191976838061797078e-03,2.405069990979959993e-01,1.755107687184118137e-02,4.042597485205255692e-02,-3.731698106866275511e-02,1.554281816061662928e-03,-9.529706263776825670e-03,3.546493368677296112e-03,1.952900679188795396e-01,1.561510190701193013e-01,-1.969309574877363845e-03,1.931558124646364227e-01,-1.551535464146095999e-01,1.610071951515956983e-03,-1.709221425320611998e-01,1.533015126086762214e-01,1.716339675107329734e-03,-1.680533377571750975e-01,-1.555646511496307782e-01,-1.444302209939351015e-03,6.525157271045436708e-04,-6.472476666430526009e-04,1.916264804842383917e-03,9.789845734778590547e-03,-6.848251446000288428e-03,1.060130934264808394e-01,9.231138199999999738e-02
2.913675392327402108e-02,3.466794939615965802e-03,2.432226424826788580e-01,1.489070535430007947e-03,-3.711524666199644829e-04,1.914889608004002874e-02,9.033873441739634011e-03,-1.710970342241567577e-02,1.071221950492994707e-02,1.953592433986044707e-01,1.558806800978575768e-01,-1.152338321293430810e-03,1.946280307742712934e-01,-1.544437767317173027e-01,2.609880733075552704e-03,-1.718436649444564090e-01,1.527661637929028093e-01,2.542724387310497155e-03,-1.675947841101554370e-01,-1.548189825567067857e-01,-1.973778391853810068e-03,1.427313513320041354e-03,3.806351374842845267e-04,1.144795534186631228e-03,1.857924592319459139e-02,-1.839989386679429656e-02,1.005336569282549164e-01,1.100454329999999981e-01
2.772839795274924246e-02,5.530468076756924790e-03,2.455025970423131976e-01,-1.394994739594333788e-03,4.631763146152156896e-02,5.215792267087474704e-02,9.958527292157209887e-04,-2.809748893407427658e-02,2.019943963123144517e-02,1.955436853197810299e-01,1.551778277294499908e-01,-9.034596232415078925e-04,1.979485341835560130e-01,-1.533847397896841713e-01,5.479451124859012652e-03,-1.732545177757894572e-01,1.516639017051016336e-01,2.993487447215281271e-03,-1.673993870647294824e-01,-1.545285740898102445e-01,-1.633567755400027518e-03,2.387246984498422875e-03,-8.458950550203882474e-04,1.197571419407931267e-03,2.065656884036551691e-02,-1.949556559008075451e-02,1.047428272141166794e-01,1.283237929999999916e-01
2.742215966299517763e-02,7.955515566071859335e-03,2.475265588049951893e-01,2.189058941700672278e-02,9.031998057489931675e-02,7.222325073257258865e-02,-8.124174733212034122e-03,-3.550095551752085327e-02,3.322056913014434509e-02,1.954164394903548374e-01,1.549056758198203432e-01,-7.760556897366901758e-04,2.032513141166891468e-01,-1.512126620199191751e-01,8.801737562529705558e-03,-1.752295219670498838e-01,1.498310080726197313e-01,4.215028011107385848e-03,-1.672034618393679339e-01,-1.545666480849807178e-01,-1.188061006966687448e-03,2.645116602571559797e-03,-1.568705358029810542e-03,1.279545627983824435e-03,1.746058740489324704e-02,-1.449599275052916580e-02,1.141681686666961570e-01,1.461248399999999781e-01
2.770300384812051514e-02,9.546354661633870906e-03,2.494157253722457668e-01,4.470217113962153543e-02,8.671989115760815603e-02,7.358462870818070767e-02,-1.458458825125566287e-02,-4.213620603181830737e-02,4.872592613139883205e-02,1.949969593685899616e-01,1.550958193794288453e-01,-5.309386348866700425e-04,2.098283016676782686e-01,-1.483951474520215918e-01,1.226467310229505114e-02,-1.768668673602795671e-01,1.473582943128650402e-01,5.749534344787388465e-03,-1.667509518644890720e-01,-1.547820212578565890e-01,-9.696117884020770189e-04,2.947491639957759962e-03,-1.438222220512750922e-03,1.076625608228198167e-03,1.436995200256551732e-02,-1.054165699065712745e-02,1.251449351126521781e-01,1.645205019999999851e-01
